nbElements: 200
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
102, 2104, 472, 667, 734, 
103, 2097, 481, 681, 733, 
104, 2104, 483, 683, 732, 
105, 2099, 484, 672, 736, 
106, 2106, 465, 674, 736, 
107, 2092, 485, 672, 740, 
108, 2093, 483, 684, 744, 
109, 2101, 484, 681, 738, 
110, 2102, 477, 667, 742, 
111, 2102, 472, 667, 735, 
112, 2093, 483, 673, 738, 
113, 2098, 477, 666, 742, 
114, 2104, 477, 668, 730, 
115, 2093, 471, 665, 747, 
116, 2092, 481, 680, 738, 
117, 2101, 472, 669, 747, 
118, 2103, 482, 682, 749, 
119, 2094, 469, 672, 739, 
120, 2093, 479, 667, 736, 
121, 2098, 473, 676, 737, 
122, 2095, 469, 682, 732, 
123, 2092, 469, 683, 736, 
124, 2093, 478, 669, 734, 
125, 2097, 467, 672, 733, 
126, 2092, 480, 681, 735, 
127, 2103, 485, 668, 739, 
128, 2096, 479, 667, 749, 
129, 2101, 470, 685, 745, 
130, 2095, 481, 683, 735, 
131, 2106, 479, 673, 747, 
132, 2090, 468, 684, 736, 
133, 2095, 479, 670, 731, 
134, 2094, 473, 677, 737, 
135, 2108, 465, 673, 738, 
136, 2108, 484, 668, 734, 
137, 2104, 471, 671, 738, 
138, 2091, 473, 678, 739, 
139, 2091, 471, 669, 747, 
140, 2102, 473, 684, 746, 
141, 2110, 481, 669, 731, 
142, 2101, 465, 669, 733, 
143, 2108, 481, 676, 735, 
144, 2099, 482, 666, 730, 
145, 2095, 484, 675, 744, 
146, 2105, 471, 683, 730, 
147, 2109, 469, 674, 742, 
148, 2109, 474, 680, 748, 
149, 2100, 484, 669, 731, 
150, 2096, 485, 668, 749, 
151, 2093, 481, 685, 737, 
152, 2097, 478, 675, 749, 
153, 2107, 472, 665, 731, 
154, 2092, 472, 670, 731, 
155, 2107, 465, 666, 735, 
156, 2102, 484, 668, 743, 
157, 2103, 481, 675, 741, 
158, 2105, 482, 675, 742, 
159, 2094, 477, 676, 738, 
160, 2096, 468, 668, 734, 
161, 2095, 477, 684, 730, 
162, 2101, 465, 665, 740, 
163, 2109, 467, 681, 742, 
164, 2098, 472, 679, 745, 
165, 2110, 483, 667, 739, 
166, 2106, 484, 668, 736, 
167, 2095, 472, 683, 738, 
168, 2105, 468, 684, 736, 
169, 2094, 468, 665, 732, 
170, 2093, 468, 675, 743, 
171, 2098, 470, 667, 730, 
172, 2092, 484, 683, 741, 
173, 2097, 475, 665, 738, 
174, 2109, 470, 675, 732, 
175, 2101, 480, 680, 748, 
176, 2107, 466, 667, 730, 
177, 2092, 476, 678, 749, 
178, 2092, 485, 677, 747, 
179, 2110, 471, 679, 745, 
180, 2090, 475, 669, 745, 
181, 2091, 479, 675, 749, 
182, 2106, 480, 665, 742, 
183, 2100, 474, 673, 746, 
184, 2092, 471, 673, 733, 
185, 2099, 469, 680, 741, 
186, 2097, 479, 682, 742, 
187, 2100, 480, 666, 737, 
188, 2101, 475, 681, 732, 
189, 2095, 465, 670, 733, 
190, 2104, 479, 672, 741, 
191, 2091, 485, 675, 741, 
192, 2092, 469, 674, 736, 
193, 2109, 475, 673, 738, 
194, 2094, 478, 678, 744, 
195, 2108, 477, 684, 744, 
196, 2101, 479, 675, 743, 
197, 2109, 475, 674, 731, 
198, 2110, 473, 675, 730, 
199, 2101, 471, 681, 731, 
