nbElements: 2153
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
245, 2093, 475, 683, 741, 
246, 2105, 473, 669, 735, 
247, 2100, 484, 673, 750, 
248, 2093, 478, 675, 741, 
249, 2095, 470, 682, 742, 
250, 2103, 475, 678, 748, 
251, 2091, 476, 669, 743, 
252, 2100, 480, 668, 738, 
253, 2100, 479, 684, 737, 
254, 2101, 484, 679, 743, 
255, 2108, 481, 683, 738, 
256, 2095, 476, 683, 737, 
257, 2098, 476, 684, 747, 
258, 2108, 466, 676, 741, 
259, 2098, 470, 670, 744, 
260, 2100, 468, 668, 737, 
261, 2096, 480, 665, 730, 
262, 2109, 473, 666, 733, 
263, 2100, 474, 666, 746, 
264, 2105, 471, 670, 741, 
265, 2099, 480, 675, 750, 
266, 2098, 469, 677, 736, 
267, 2106, 467, 683, 750, 
268, 2090, 485, 665, 739, 
269, 2091, 475, 674, 742, 
270, 2096, 470, 683, 733, 
271, 2093, 484, 682, 745, 
272, 2091, 475, 668, 731, 
273, 2092, 472, 682, 732, 
274, 2094, 467, 680, 730, 
275, 2091, 474, 680, 737, 
276, 2108, 485, 680, 737, 
277, 2095, 468, 675, 734, 
278, 2104, 485, 666, 741, 
279, 2097, 471, 673, 733, 
280, 2110, 470, 667, 749, 
281, 2097, 467, 683, 735, 
282, 2106, 465, 673, 749, 
283, 2104, 476, 680, 741, 
284, 2107, 485, 668, 742, 
285, 2092, 479, 681, 737, 
286, 2098, 483, 677, 746, 
287, 2090, 476, 673, 744, 
288, 2101, 479, 670, 750, 
289, 2104, 474, 671, 734, 
290, 2094, 479, 665, 735, 
291, 2107, 481, 670, 737, 
292, 2097, 485, 678, 742, 
293, 2090, 483, 679, 750, 
294, 2107, 469, 665, 750, 
295, 2093, 471, 666, 743, 
296, 2092, 466, 678, 733, 
297, 2091, 466, 677, 736, 
298, 2091, 477, 665, 741, 
299, 2106, 465, 682, 731, 
300, 2102, 477, 678, 742, 
301, 2095, 481, 665, 740, 
302, 2104, 466, 684, 736, 
303, 2109, 471, 670, 741, 
304, 2101, 482, 669, 733, 
305, 2110, 466, 685, 737, 
306, 2092, 483, 679, 748, 
307, 2098, 477, 673, 734, 
308, 2099, 475, 682, 744, 
309, 2102, 478, 681, 743, 
310, 2108, 479, 670, 730, 
311, 2110, 477, 685, 735, 
312, 2097, 471, 681, 742, 
313, 2099, 467, 681, 739, 
314, 2090, 471, 671, 737, 
315, 2095, 472, 672, 737, 
316, 2101, 476, 681, 750, 
317, 2105, 469, 670, 730, 
318, 2090, 485, 665, 730, 
319, 2104, 473, 667, 746, 
320, 2105, 472, 675, 736, 
321, 2110, 482, 680, 743, 
322, 2095, 468, 665, 746, 
323, 2092, 470, 685, 747, 
324, 2106, 483, 681, 731, 
325, 2107, 465, 673, 736, 
326, 2108, 478, 678, 737, 
327, 2104, 471, 679, 739, 
328, 2108, 465, 683, 743, 
329, 2095, 465, 678, 733, 
330, 2108, 466, 668, 735, 
331, 2101, 478, 679, 736, 
332, 2095, 479, 676, 736, 
333, 2102, 472, 684, 747, 
334, 2105, 485, 681, 742, 
335, 2093, 477, 672, 747, 
336, 2104, 483, 674, 733, 
337, 2092, 470, 679, 736, 
338, 2091, 467, 683, 730, 
339, 2109, 467, 677, 750, 
340, 2091, 477, 683, 734, 
341, 2098, 472, 669, 748, 
342, 2107, 469, 666, 748, 
343, 2097, 478, 682, 744, 
344, 2107, 470, 665, 732, 
345, 2104, 484, 671, 737, 
346, 2101, 484, 671, 733, 
347, 2110, 483, 672, 738, 
348, 2103, 474, 682, 733, 
349, 2109, 484, 685, 742, 
350, 2100, 472, 685, 730, 
351, 2106, 466, 666, 740, 
352, 2104, 480, 677, 736, 
353, 2095, 468, 675, 734, 
354, 2099, 472, 683, 736, 
355, 2092, 466, 675, 737, 
356, 2102, 473, 668, 737, 
357, 2101, 473, 678, 738, 
358, 2108, 481, 674, 730, 
359, 2098, 472, 670, 737, 
360, 2110, 471, 666, 733, 
361, 2094, 481, 669, 750, 
362, 2093, 467, 674, 746, 
363, 2099, 474, 666, 735, 
364, 2101, 467, 680, 749, 
365, 2091, 482, 665, 742, 
366, 2097, 483, 669, 730, 
367, 2099, 469, 679, 746, 
368, 2109, 480, 677, 735, 
369, 2098, 475, 665, 738, 
370, 2101, 483, 675, 738, 
371, 2091, 465, 674, 743, 
372, 2093, 472, 668, 737, 
373, 2092, 479, 675, 735, 
374, 2100, 474, 667, 742, 
375, 2107, 482, 668, 730, 
376, 2107, 465, 667, 737, 
377, 2090, 480, 669, 737, 
378, 2090, 480, 673, 742, 
379, 2107, 470, 666, 732, 
380, 2100, 478, 680, 735, 
381, 2095, 473, 678, 740, 
382, 2094, 483, 680, 748, 
383, 2106, 474, 676, 745, 
384, 2104, 485, 679, 734, 
385, 2091, 480, 679, 733, 
386, 2107, 474, 669, 740, 
387, 2104, 466, 684, 730, 
388, 2099, 483, 668, 734, 
389, 2103, 477, 668, 742, 
390, 2099, 475, 674, 747, 
391, 2107, 476, 685, 732, 
392, 2105, 468, 672, 736, 
393, 2102, 475, 680, 747, 
394, 2110, 482, 684, 735, 
395, 2093, 476, 674, 740, 
396, 2099, 468, 666, 732, 
397, 2094, 469, 668, 749, 
398, 2094, 481, 681, 739, 
399, 2107, 476, 669, 741, 
400, 2109, 481, 675, 742, 
401, 2097, 480, 679, 734, 
402, 2104, 477, 680, 742, 
403, 2105, 472, 677, 740, 
404, 2091, 466, 672, 743, 
405, 2103, 485, 676, 743, 
406, 2104, 468, 684, 749, 
407, 2097, 480, 679, 740, 
408, 2109, 481, 668, 730, 
409, 2101, 478, 675, 747, 
410, 2105, 472, 678, 737, 
411, 2096, 479, 669, 738, 
412, 2091, 485, 672, 738, 
413, 2102, 469, 684, 739, 
414, 2099, 481, 676, 747, 
415, 2095, 469, 668, 748, 
416, 2090, 483, 682, 750, 
417, 2099, 471, 680, 742, 
418, 2110, 479, 670, 735, 
419, 2094, 466, 669, 744, 
420, 2110, 475, 665, 744, 
421, 2110, 467, 666, 735, 
422, 2098, 479, 676, 746, 
423, 2095, 476, 671, 733, 
424, 2094, 475, 682, 736, 
425, 2090, 477, 666, 731, 
426, 2096, 482, 669, 732, 
427, 2090, 480, 676, 731, 
428, 2097, 470, 685, 743, 
429, 2104, 481, 677, 731, 
430, 2104, 466, 677, 735, 
431, 2101, 485, 675, 736, 
432, 2098, 477, 681, 739, 
433, 2099, 475, 666, 749, 
434, 2107, 469, 667, 744, 
435, 2103, 466, 671, 741, 
436, 2106, 476, 669, 744, 
437, 2105, 479, 682, 739, 
438, 2090, 483, 670, 739, 
439, 2097, 474, 679, 740, 
440, 2101, 476, 677, 748, 
441, 2095, 484, 678, 744, 
442, 2107, 484, 676, 749, 
443, 2102, 468, 665, 740, 
444, 2110, 467, 683, 732, 
445, 2097, 466, 679, 749, 
446, 2098, 472, 681, 738, 
447, 2110, 471, 672, 735, 
448, 2102, 470, 673, 749, 
449, 2109, 474, 681, 731, 
450, 2099, 484, 674, 744, 
451, 2106, 484, 675, 742, 
452, 2108, 469, 667, 745, 
453, 2098, 466, 668, 748, 
454, 2103, 479, 675, 734, 
455, 2107, 478, 674, 734, 
456, 2090, 475, 672, 750, 
457, 2105, 483, 682, 748, 
458, 2093, 484, 680, 742, 
459, 2105, 472, 682, 748, 
460, 2100, 483, 682, 741, 
461, 2096, 478, 678, 740, 
462, 2099, 481, 683, 739, 
463, 2105, 480, 675, 732, 
464, 2105, 472, 668, 731, 
465, 2104, 478, 673, 744, 
466, 2104, 482, 678, 742, 
467, 2110, 472, 671, 733, 
468, 2102, 483, 675, 740, 
469, 2107, 480, 670, 736, 
470, 2104, 472, 671, 744, 
471, 2099, 479, 670, 745, 
472, 2103, 480, 682, 739, 
473, 2107, 474, 665, 735, 
474, 2101, 481, 671, 731, 
475, 2092, 465, 680, 741, 
476, 2106, 483, 665, 743, 
477, 2092, 480, 682, 735, 
478, 2107, 470, 680, 744, 
479, 2093, 485, 684, 731, 
480, 2102, 480, 669, 749, 
481, 2108, 465, 676, 741, 
482, 2105, 467, 679, 746, 
483, 2101, 465, 667, 747, 
484, 2096, 468, 684, 736, 
485, 2097, 471, 679, 741, 
486, 2098, 479, 675, 742, 
487, 2103, 485, 684, 745, 
488, 2109, 472, 672, 738, 
489, 2092, 466, 679, 747, 
490, 2091, 469, 680, 739, 
491, 2093, 472, 685, 746, 
492, 2093, 482, 667, 746, 
493, 2097, 466, 677, 741, 
494, 2105, 482, 680, 740, 
495, 2091, 468, 682, 743, 
496, 2107, 478, 672, 749, 
497, 2093, 485, 669, 739, 
498, 2091, 470, 675, 743, 
499, 2091, 484, 680, 742, 
500, 2105, 472, 667, 744, 
501, 2110, 471, 681, 732, 
502, 2097, 479, 673, 736, 
503, 2104, 478, 672, 741, 
504, 2110, 471, 667, 735, 
505, 2110, 484, 673, 732, 
506, 2108, 469, 683, 744, 
507, 2101, 470, 671, 745, 
508, 2098, 476, 666, 741, 
509, 2091, 469, 673, 731, 
510, 2107, 466, 674, 736, 
511, 2100, 478, 669, 739, 
512, 2092, 476, 682, 732, 
513, 2110, 470, 680, 744, 
514, 2091, 483, 682, 735, 
515, 2093, 466, 682, 736, 
516, 2098, 478, 667, 750, 
517, 2090, 483, 674, 741, 
518, 2101, 478, 672, 747, 
519, 2102, 476, 675, 734, 
520, 2108, 467, 682, 733, 
521, 2093, 479, 681, 736, 
522, 2099, 470, 678, 733, 
523, 2094, 479, 683, 747, 
524, 2095, 468, 670, 731, 
525, 2090, 475, 669, 731, 
526, 2099, 470, 673, 750, 
527, 2090, 482, 666, 730, 
528, 2094, 471, 685, 735, 
529, 2092, 468, 666, 738, 
530, 2090, 480, 669, 748, 
531, 2101, 483, 679, 736, 
532, 2098, 482, 669, 740, 
533, 2107, 485, 666, 742, 
534, 2104, 469, 680, 730, 
535, 2110, 471, 673, 738, 
536, 2099, 472, 681, 744, 
537, 2096, 478, 670, 737, 
538, 2098, 465, 669, 743, 
539, 2102, 480, 676, 745, 
540, 2102, 473, 667, 730, 
541, 2095, 484, 675, 730, 
542, 2110, 468, 684, 739, 
543, 2107, 483, 677, 746, 
544, 2105, 482, 665, 733, 
545, 2100, 477, 674, 749, 
546, 2106, 467, 669, 735, 
547, 2101, 473, 672, 747, 
548, 2110, 478, 678, 749, 
549, 2095, 475, 665, 735, 
550, 2101, 466, 685, 747, 
551, 2100, 474, 682, 749, 
552, 2091, 477, 672, 733, 
553, 2103, 485, 681, 731, 
554, 2104, 480, 676, 740, 
555, 2099, 480, 666, 744, 
556, 2094, 469, 679, 730, 
557, 2093, 483, 673, 741, 
558, 2098, 472, 670, 749, 
559, 2095, 477, 671, 745, 
560, 2095, 472, 673, 734, 
561, 2093, 475, 684, 739, 
562, 2103, 475, 671, 747, 
563, 2102, 467, 674, 730, 
564, 2095, 483, 677, 735, 
565, 2097, 477, 667, 731, 
566, 2108, 472, 682, 748, 
567, 2090, 473, 683, 739, 
568, 2096, 470, 673, 732, 
569, 2098, 484, 667, 735, 
570, 2093, 465, 666, 739, 
571, 2104, 474, 666, 750, 
572, 2105, 481, 665, 742, 
573, 2092, 483, 670, 747, 
574, 2102, 465, 683, 734, 
575, 2110, 472, 684, 743, 
576, 2107, 476, 682, 732, 
577, 2092, 482, 683, 739, 
578, 2110, 476, 682, 736, 
579, 2097, 472, 673, 747, 
580, 2109, 474, 677, 741, 
581, 2100, 465, 678, 730, 
582, 2098, 483, 672, 747, 
583, 2094, 467, 669, 748, 
584, 2092, 480, 675, 739, 
585, 2100, 475, 684, 741, 
586, 2090, 481, 683, 734, 
587, 2102, 473, 677, 743, 
588, 2093, 480, 672, 745, 
589, 2102, 468, 672, 741, 
590, 2094, 471, 681, 742, 
591, 2092, 476, 683, 730, 
592, 2109, 483, 673, 737, 
593, 2107, 470, 670, 741, 
594, 2094, 478, 685, 738, 
595, 2095, 467, 674, 738, 
596, 2103, 481, 667, 734, 
597, 2103, 466, 681, 733, 
598, 2108, 477, 666, 750, 
599, 2104, 471, 669, 750, 
600, 2105, 483, 680, 749, 
601, 2094, 466, 671, 750, 
602, 2098, 470, 665, 730, 
603, 2110, 471, 668, 747, 
604, 2092, 466, 677, 731, 
605, 2101, 479, 671, 748, 
606, 2091, 466, 668, 748, 
607, 2098, 468, 667, 748, 
608, 2105, 474, 672, 732, 
609, 2092, 482, 683, 740, 
610, 2097, 468, 669, 739, 
611, 2102, 465, 676, 738, 
612, 2098, 472, 670, 732, 
613, 2102, 476, 677, 750, 
614, 2100, 478, 671, 746, 
615, 2096, 468, 679, 744, 
616, 2096, 473, 679, 734, 
617, 2098, 473, 671, 736, 
618, 2091, 476, 671, 734, 
619, 2109, 484, 681, 736, 
620, 2090, 468, 678, 741, 
621, 2091, 469, 674, 741, 
622, 2108, 474, 680, 738, 
623, 2095, 481, 683, 736, 
624, 2101, 469, 679, 747, 
625, 2109, 481, 683, 731, 
626, 2104, 478, 671, 730, 
627, 2093, 479, 677, 743, 
628, 2102, 469, 677, 747, 
629, 2090, 484, 672, 742, 
630, 2101, 473, 674, 736, 
631, 2095, 467, 673, 739, 
632, 2100, 470, 666, 738, 
633, 2093, 478, 671, 739, 
634, 2110, 474, 682, 731, 
635, 2095, 477, 678, 738, 
636, 2104, 473, 682, 735, 
637, 2098, 485, 681, 731, 
638, 2098, 473, 672, 749, 
639, 2101, 478, 672, 739, 
640, 2098, 477, 673, 733, 
641, 2110, 478, 671, 733, 
642, 2104, 469, 670, 744, 
643, 2108, 468, 666, 739, 
644, 2093, 474, 672, 735, 
645, 2102, 467, 679, 747, 
646, 2110, 482, 682, 745, 
647, 2097, 473, 680, 749, 
648, 2110, 483, 684, 740, 
649, 2104, 470, 680, 744, 
650, 2094, 466, 673, 741, 
651, 2099, 482, 681, 737, 
652, 2093, 470, 670, 732, 
653, 2108, 472, 683, 731, 
654, 2108, 476, 669, 732, 
655, 2097, 474, 672, 738, 
656, 2093, 470, 666, 734, 
657, 2104, 473, 666, 739, 
658, 2090, 485, 671, 736, 
659, 2100, 473, 670, 750, 
660, 2099, 475, 665, 742, 
661, 2106, 481, 670, 734, 
662, 2100, 479, 680, 740, 
663, 2097, 468, 669, 730, 
664, 2096, 481, 670, 740, 
665, 2092, 485, 665, 748, 
666, 2095, 474, 666, 737, 
667, 2102, 480, 685, 738, 
668, 2105, 473, 681, 745, 
669, 2105, 475, 682, 735, 
670, 2092, 472, 667, 735, 
671, 2091, 468, 674, 740, 
672, 2106, 466, 669, 741, 
673, 2103, 476, 681, 733, 
674, 2093, 482, 665, 738, 
675, 2094, 475, 669, 730, 
676, 2106, 470, 685, 749, 
677, 2097, 481, 684, 746, 
678, 2098, 480, 675, 734, 
679, 2109, 479, 665, 745, 
680, 2103, 474, 684, 733, 
681, 2093, 465, 668, 746, 
682, 2094, 468, 670, 736, 
683, 2099, 480, 665, 747, 
684, 2099, 482, 669, 749, 
685, 2096, 481, 673, 742, 
686, 2101, 467, 674, 734, 
687, 2107, 476, 676, 739, 
688, 2108, 484, 678, 731, 
689, 2110, 482, 667, 736, 
690, 2094, 483, 681, 745, 
691, 2093, 467, 685, 745, 
692, 2108, 474, 672, 744, 
693, 2105, 471, 685, 748, 
694, 2102, 465, 684, 744, 
695, 2104, 475, 673, 739, 
696, 2097, 478, 672, 749, 
697, 2094, 465, 673, 735, 
698, 2107, 480, 674, 739, 
699, 2110, 481, 679, 739, 
700, 2096, 473, 671, 739, 
701, 2109, 480, 668, 732, 
702, 2092, 483, 667, 744, 
703, 2108, 484, 672, 737, 
704, 2092, 483, 669, 733, 
705, 2105, 472, 681, 749, 
706, 2092, 482, 671, 733, 
707, 2091, 471, 672, 746, 
708, 2102, 467, 673, 748, 
709, 2100, 473, 665, 737, 
710, 2109, 475, 674, 737, 
711, 2093, 474, 684, 737, 
712, 2108, 485, 669, 731, 
713, 2102, 471, 669, 740, 
714, 2095, 474, 671, 730, 
715, 2100, 476, 680, 748, 
716, 2092, 471, 679, 738, 
717, 2105, 467, 683, 730, 
718, 2097, 478, 667, 743, 
719, 2100, 470, 668, 730, 
720, 2090, 465, 678, 738, 
721, 2090, 467, 669, 746, 
722, 2096, 483, 672, 731, 
723, 2091, 480, 675, 739, 
724, 2096, 480, 681, 750, 
725, 2107, 472, 669, 747, 
726, 2105, 485, 683, 747, 
727, 2091, 465, 674, 733, 
728, 2090, 474, 676, 737, 
729, 2095, 467, 675, 731, 
730, 2110, 483, 669, 731, 
731, 2093, 474, 667, 748, 
732, 2092, 477, 680, 741, 
733, 2109, 477, 675, 737, 
734, 2104, 485, 669, 734, 
735, 2110, 484, 683, 740, 
736, 2107, 466, 680, 746, 
737, 2094, 465, 680, 737, 
738, 2102, 467, 676, 741, 
739, 2107, 470, 684, 749, 
740, 2105, 477, 667, 744, 
741, 2100, 470, 665, 732, 
742, 2095, 477, 672, 730, 
743, 2100, 474, 678, 739, 
744, 2110, 482, 678, 736, 
745, 2104, 473, 671, 744, 
746, 2100, 465, 683, 749, 
747, 2097, 469, 684, 730, 
748, 2096, 483, 677, 736, 
749, 2108, 484, 673, 743, 
750, 2106, 468, 678, 736, 
751, 2090, 473, 670, 735, 
752, 2103, 475, 682, 737, 
753, 2090, 470, 681, 742, 
754, 2093, 467, 668, 750, 
755, 2104, 478, 673, 745, 
756, 2096, 472, 675, 742, 
757, 2098, 475, 674, 744, 
758, 2094, 483, 685, 745, 
759, 2107, 475, 679, 749, 
760, 2101, 476, 679, 736, 
761, 2108, 471, 674, 745, 
762, 2097, 473, 670, 749, 
763, 2107, 483, 682, 743, 
764, 2095, 477, 683, 742, 
765, 2106, 484, 673, 739, 
766, 2103, 470, 667, 739, 
767, 2110, 473, 679, 742, 
768, 2093, 480, 683, 736, 
769, 2096, 482, 680, 748, 
770, 2098, 485, 679, 749, 
771, 2102, 470, 665, 732, 
772, 2106, 479, 666, 745, 
773, 2104, 468, 672, 736, 
774, 2107, 473, 669, 748, 
775, 2090, 485, 685, 732, 
776, 2100, 481, 674, 742, 
777, 2090, 470, 679, 743, 
778, 2095, 481, 666, 750, 
779, 2094, 474, 673, 748, 
780, 2092, 485, 668, 742, 
781, 2092, 477, 683, 745, 
782, 2095, 465, 678, 739, 
783, 2102, 467, 671, 731, 
784, 2101, 472, 667, 733, 
785, 2106, 481, 672, 743, 
786, 2090, 465, 684, 738, 
787, 2106, 468, 665, 736, 
788, 2108, 470, 666, 736, 
789, 2107, 468, 668, 742, 
790, 2105, 466, 666, 744, 
791, 2101, 477, 684, 742, 
792, 2093, 484, 672, 741, 
793, 2095, 474, 685, 743, 
794, 2103, 481, 684, 732, 
795, 2104, 471, 673, 745, 
796, 2104, 466, 676, 741, 
797, 2098, 473, 679, 739, 
798, 2107, 477, 667, 748, 
799, 2101, 476, 665, 732, 
800, 2104, 469, 677, 744, 
801, 2102, 481, 671, 735, 
802, 2110, 475, 678, 744, 
803, 2110, 482, 673, 733, 
804, 2098, 477, 677, 743, 
805, 2102, 469, 671, 731, 
806, 2105, 472, 677, 746, 
807, 2093, 470, 675, 742, 
808, 2102, 475, 681, 737, 
809, 2105, 470, 675, 737, 
810, 2107, 478, 682, 740, 
811, 2103, 480, 672, 738, 
812, 2091, 471, 673, 745, 
813, 2107, 485, 666, 749, 
814, 2105, 471, 678, 739, 
815, 2110, 483, 683, 750, 
816, 2090, 472, 682, 748, 
817, 2108, 476, 666, 742, 
