nbElements: 2153
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
109, 2099, 468, 678, 734, 
110, 2106, 484, 673, 742, 
111, 2105, 471, 685, 749, 
112, 2098, 472, 673, 739, 
113, 2110, 473, 684, 748, 
114, 2094, 477, 677, 741, 
115, 2107, 483, 667, 740, 
116, 2091, 485, 685, 736, 
117, 2098, 465, 667, 730, 
118, 2096, 469, 678, 750, 
119, 2108, 476, 666, 737, 
120, 2103, 470, 678, 733, 
121, 2093, 465, 675, 737, 
122, 2104, 485, 685, 745, 
123, 2096, 467, 683, 742, 
124, 2100, 482, 685, 735, 
125, 2104, 483, 685, 736, 
126, 2103, 473, 682, 733, 
127, 2090, 476, 678, 731, 
128, 2093, 468, 672, 744, 
129, 2103, 475, 680, 732, 
130, 2103, 469, 679, 743, 
131, 2093, 474, 680, 747, 
132, 2104, 477, 685, 750, 
133, 2098, 465, 677, 734, 
134, 2106, 466, 673, 749, 
135, 2099, 478, 676, 750, 
136, 2096, 468, 673, 739, 
137, 2105, 469, 665, 734, 
138, 2103, 482, 684, 732, 
139, 2100, 484, 679, 744, 
140, 2090, 465, 673, 731, 
141, 2097, 468, 665, 737, 
142, 2103, 480, 675, 745, 
143, 2102, 485, 680, 750, 
144, 2099, 479, 668, 741, 
145, 2091, 477, 680, 730, 
146, 2110, 467, 681, 739, 
147, 2104, 467, 666, 740, 
148, 2094, 474, 672, 750, 
149, 2110, 485, 671, 744, 
150, 2108, 465, 685, 750, 
151, 2094, 484, 671, 735, 
152, 2100, 481, 670, 750, 
153, 2093, 474, 677, 730, 
154, 2100, 468, 666, 730, 
155, 2092, 467, 669, 733, 
156, 2094, 482, 682, 736, 
157, 2106, 478, 685, 738, 
158, 2093, 482, 668, 743, 
159, 2107, 485, 666, 744, 
160, 2090, 472, 676, 732, 
161, 2105, 468, 673, 741, 
162, 2105, 473, 671, 745, 
163, 2095, 479, 672, 739, 
164, 2105, 474, 678, 737, 
165, 2098, 480, 679, 738, 
166, 2092, 470, 675, 735, 
167, 2108, 483, 670, 750, 
168, 2090, 479, 669, 740, 
169, 2104, 466, 665, 744, 
170, 2108, 475, 673, 739, 
171, 2090, 466, 679, 735, 
172, 2097, 475, 676, 746, 
173, 2110, 469, 679, 731, 
174, 2099, 471, 669, 746, 
175, 2091, 472, 676, 745, 
176, 2097, 482, 685, 737, 
177, 2103, 477, 671, 733, 
178, 2110, 483, 665, 735, 
179, 2100, 475, 682, 739, 
180, 2090, 471, 673, 749, 
181, 2107, 480, 670, 735, 
182, 2090, 481, 667, 731, 
183, 2094, 484, 672, 746, 
184, 2104, 485, 665, 746, 
185, 2108, 482, 684, 740, 
186, 2109, 465, 675, 744, 
187, 2105, 473, 672, 748, 
188, 2100, 472, 676, 737, 
189, 2098, 467, 674, 733, 
190, 2091, 482, 682, 746, 
191, 2091, 474, 684, 735, 
192, 2093, 465, 668, 747, 
193, 2099, 471, 677, 740, 
194, 2098, 469, 682, 738, 
195, 2107, 474, 679, 734, 
196, 2100, 485, 674, 739, 
197, 2101, 472, 666, 738, 
198, 2106, 471, 668, 738, 
199, 2110, 471, 678, 731, 
200, 2103, 468, 671, 738, 
201, 2097, 483, 668, 742, 
202, 2099, 470, 670, 745, 
203, 2110, 466, 682, 747, 
204, 2104, 465, 680, 731, 
205, 2090, 484, 674, 738, 
206, 2092, 468, 674, 735, 
207, 2109, 481, 684, 744, 
208, 2096, 481, 683, 737, 
209, 2090, 465, 676, 742, 
210, 2109, 470, 668, 739, 
211, 2092, 483, 672, 734, 
212, 2090, 479, 678, 736, 
213, 2108, 476, 681, 730, 
214, 2108, 482, 667, 748, 
215, 2109, 470, 683, 749, 
216, 2094, 470, 669, 741, 
217, 2102, 466, 667, 745, 
218, 2092, 484, 673, 733, 
219, 2102, 470, 668, 747, 
220, 2098, 482, 673, 745, 
221, 2105, 469, 676, 741, 
222, 2097, 468, 675, 750, 
223, 2093, 466, 679, 750, 
224, 2109, 466, 665, 742, 
225, 2094, 483, 679, 737, 
226, 2105, 485, 683, 743, 
227, 2101, 477, 670, 738, 
228, 2093, 466, 675, 738, 
229, 2101, 466, 681, 739, 
230, 2106, 466, 665, 750, 
231, 2098, 468, 672, 747, 
232, 2109, 470, 677, 739, 
233, 2093, 485, 670, 731, 
234, 2102, 479, 671, 738, 
235, 2102, 477, 681, 744, 
236, 2106, 469, 667, 734, 
237, 2092, 480, 665, 740, 
238, 2091, 471, 670, 730, 
239, 2093, 484, 684, 750, 
240, 2097, 465, 673, 739, 
241, 2104, 471, 667, 744, 
242, 2098, 478, 677, 740, 
243, 2098, 474, 683, 739, 
244, 2105, 467, 669, 732, 
245, 2103, 482, 667, 740, 
246, 2093, 482, 673, 733, 
247, 2099, 482, 670, 745, 
248, 2098, 479, 674, 738, 
249, 2093, 485, 682, 734, 
250, 2096, 473, 670, 730, 
251, 2096, 483, 672, 731, 
252, 2107, 482, 677, 733, 
253, 2110, 468, 669, 740, 
254, 2094, 465, 673, 748, 
255, 2101, 476, 677, 747, 
256, 2097, 476, 669, 733, 
257, 2091, 471, 679, 750, 
258, 2094, 467, 679, 748, 
259, 2095, 485, 670, 749, 
260, 2099, 465, 669, 737, 
261, 2104, 470, 666, 730, 
262, 2105, 477, 679, 744, 
263, 2109, 475, 665, 748, 
264, 2092, 484, 669, 740, 
265, 2097, 478, 676, 733, 
266, 2104, 480, 667, 750, 
267, 2094, 483, 685, 738, 
268, 2105, 484, 674, 747, 
269, 2094, 483, 681, 745, 
270, 2100, 483, 685, 739, 
271, 2103, 470, 671, 739, 
272, 2108, 473, 672, 741, 
273, 2110, 478, 677, 734, 
274, 2102, 476, 683, 746, 
275, 2109, 484, 679, 749, 
276, 2103, 477, 669, 747, 
277, 2107, 476, 684, 740, 
278, 2096, 476, 670, 739, 
279, 2095, 469, 670, 739, 
280, 2108, 465, 673, 750, 
281, 2099, 471, 675, 749, 
282, 2091, 470, 685, 742, 
283, 2100, 476, 670, 730, 
284, 2104, 485, 683, 732, 
285, 2097, 471, 670, 748, 
286, 2110, 469, 666, 735, 
287, 2106, 475, 685, 745, 
288, 2100, 469, 665, 730, 
289, 2108, 485, 673, 745, 
290, 2106, 473, 670, 741, 
291, 2102, 479, 677, 738, 
292, 2096, 481, 666, 731, 
293, 2109, 475, 682, 730, 
294, 2100, 480, 670, 740, 
295, 2104, 476, 676, 731, 
296, 2093, 466, 671, 741, 
297, 2098, 477, 679, 747, 
298, 2102, 468, 668, 749, 
299, 2092, 474, 667, 746, 
300, 2095, 477, 673, 743, 
301, 2101, 470, 665, 743, 
302, 2104, 479, 682, 740, 
303, 2098, 477, 671, 743, 
304, 2105, 475, 665, 737, 
305, 2091, 481, 665, 739, 
306, 2105, 482, 668, 733, 
307, 2106, 471, 676, 745, 
308, 2093, 469, 669, 737, 
309, 2106, 470, 669, 732, 
310, 2107, 465, 676, 748, 
311, 2091, 475, 673, 747, 
312, 2094, 474, 665, 731, 
313, 2108, 468, 668, 741, 
314, 2109, 474, 673, 741, 
315, 2105, 485, 681, 742, 
316, 2091, 466, 666, 737, 
317, 2103, 472, 684, 737, 
318, 2094, 465, 667, 738, 
319, 2097, 474, 674, 731, 
320, 2094, 473, 674, 731, 
321, 2104, 485, 682, 749, 
322, 2092, 478, 668, 741, 
323, 2099, 479, 681, 746, 
324, 2090, 479, 673, 731, 
325, 2094, 470, 675, 748, 
326, 2095, 468, 678, 747, 
327, 2105, 470, 683, 736, 
328, 2099, 471, 684, 734, 
329, 2100, 472, 675, 741, 
330, 2099, 465, 674, 731, 
331, 2098, 482, 678, 746, 
332, 2108, 475, 675, 731, 
333, 2101, 470, 679, 741, 
334, 2105, 465, 668, 738, 
335, 2106, 472, 665, 739, 
336, 2107, 471, 680, 730, 
337, 2108, 469, 666, 747, 
338, 2102, 482, 674, 746, 
339, 2109, 474, 671, 730, 
340, 2101, 474, 667, 731, 
341, 2105, 483, 668, 741, 
342, 2092, 467, 665, 733, 
343, 2102, 474, 667, 735, 
344, 2101, 480, 665, 731, 
345, 2105, 471, 669, 733, 
346, 2090, 467, 685, 732, 
347, 2090, 473, 666, 744, 
348, 2096, 477, 669, 743, 
349, 2107, 485, 677, 743, 
350, 2106, 468, 680, 747, 
351, 2109, 467, 685, 735, 
352, 2092, 483, 666, 733, 
353, 2109, 469, 682, 738, 
354, 2110, 482, 684, 733, 
355, 2110, 476, 684, 734, 
356, 2100, 485, 667, 730, 
357, 2101, 466, 671, 731, 
358, 2110, 485, 669, 748, 
359, 2100, 466, 667, 742, 
360, 2098, 479, 674, 735, 
361, 2090, 468, 674, 733, 
362, 2090, 467, 670, 735, 
363, 2108, 478, 679, 738, 
364, 2110, 485, 682, 747, 
365, 2108, 475, 675, 742, 
366, 2096, 472, 666, 735, 
367, 2105, 470, 685, 748, 
368, 2110, 485, 684, 741, 
369, 2090, 471, 681, 737, 
370, 2090, 466, 679, 735, 
371, 2099, 478, 678, 738, 
372, 2099, 485, 668, 731, 
373, 2110, 474, 680, 735, 
374, 2103, 469, 671, 747, 
375, 2105, 484, 685, 737, 
376, 2107, 483, 669, 743, 
377, 2100, 470, 683, 745, 
378, 2100, 479, 671, 739, 
379, 2108, 470, 667, 734, 
380, 2102, 472, 683, 737, 
381, 2099, 469, 680, 747, 
382, 2100, 481, 681, 749, 
383, 2093, 483, 681, 734, 
384, 2091, 481, 678, 745, 
385, 2106, 485, 684, 750, 
386, 2098, 478, 665, 733, 
387, 2106, 476, 681, 742, 
388, 2104, 473, 674, 742, 
389, 2093, 479, 681, 749, 
390, 2091, 467, 678, 736, 
391, 2107, 477, 668, 745, 
392, 2092, 482, 673, 741, 
393, 2107, 468, 669, 739, 
394, 2095, 475, 669, 732, 
395, 2101, 481, 682, 734, 
396, 2108, 483, 682, 735, 
397, 2106, 468, 669, 741, 
398, 2100, 485, 684, 734, 
399, 2109, 467, 669, 749, 
400, 2110, 485, 681, 733, 
401, 2096, 480, 665, 731, 
402, 2102, 472, 675, 746, 
403, 2094, 471, 670, 747, 
404, 2108, 473, 680, 730, 
405, 2110, 475, 682, 744, 
406, 2103, 470, 683, 744, 
407, 2097, 484, 684, 748, 
408, 2102, 481, 665, 730, 
409, 2108, 470, 670, 747, 
410, 2091, 469, 683, 736, 
411, 2100, 468, 674, 734, 
412, 2110, 473, 668, 740, 
413, 2102, 475, 685, 747, 
414, 2107, 465, 665, 746, 
415, 2093, 484, 677, 746, 
416, 2099, 469, 670, 733, 
417, 2108, 479, 683, 746, 
418, 2107, 480, 665, 746, 
419, 2098, 479, 678, 740, 
420, 2105, 472, 677, 746, 
421, 2100, 484, 670, 740, 
422, 2091, 478, 676, 748, 
423, 2102, 479, 679, 748, 
424, 2092, 475, 685, 745, 
425, 2101, 485, 682, 736, 
426, 2107, 470, 681, 739, 
427, 2100, 480, 675, 744, 
428, 2092, 475, 670, 741, 
429, 2109, 465, 677, 739, 
430, 2103, 478, 677, 734, 
431, 2093, 479, 678, 750, 
432, 2092, 469, 667, 731, 
433, 2103, 470, 669, 744, 
434, 2110, 478, 684, 741, 
435, 2092, 469, 670, 747, 
436, 2109, 476, 677, 741, 
437, 2091, 474, 668, 742, 
438, 2109, 477, 671, 747, 
439, 2099, 484, 673, 737, 
440, 2092, 466, 678, 743, 
441, 2100, 485, 665, 745, 
442, 2091, 475, 678, 738, 
443, 2090, 476, 677, 748, 
444, 2107, 479, 676, 745, 
445, 2094, 475, 665, 747, 
446, 2096, 472, 681, 736, 
447, 2104, 470, 675, 750, 
448, 2095, 473, 670, 743, 
449, 2102, 469, 684, 741, 
450, 2104, 472, 684, 735, 
451, 2097, 467, 669, 738, 
452, 2108, 481, 667, 744, 
453, 2093, 474, 672, 748, 
454, 2108, 473, 665, 743, 
455, 2110, 479, 685, 739, 
456, 2105, 476, 678, 742, 
457, 2091, 476, 680, 736, 
458, 2102, 478, 665, 731, 
459, 2092, 478, 672, 743, 
460, 2094, 483, 667, 748, 
461, 2099, 467, 673, 735, 
462, 2110, 485, 681, 732, 
463, 2098, 469, 682, 749, 
464, 2104, 469, 672, 747, 
465, 2097, 471, 665, 740, 
466, 2090, 471, 672, 744, 
467, 2093, 482, 676, 746, 
468, 2092, 481, 684, 742, 
469, 2108, 473, 671, 737, 
470, 2109, 468, 671, 745, 
471, 2106, 466, 674, 744, 
472, 2100, 467, 669, 736, 
473, 2109, 474, 671, 748, 
474, 2106, 473, 674, 739, 
475, 2099, 481, 670, 733, 
476, 2102, 472, 669, 733, 
477, 2104, 472, 680, 731, 
478, 2099, 474, 666, 735, 
479, 2110, 467, 665, 741, 
480, 2097, 480, 671, 738, 
481, 2098, 473, 681, 746, 
482, 2097, 470, 675, 743, 
483, 2093, 475, 677, 733, 
484, 2105, 475, 682, 734, 
485, 2097, 485, 684, 735, 
486, 2100, 483, 674, 730, 
487, 2092, 471, 675, 747, 
488, 2105, 480, 685, 739, 
489, 2106, 483, 675, 735, 
490, 2090, 477, 669, 736, 
491, 2091, 481, 677, 738, 
492, 2108, 480, 679, 731, 
493, 2103, 473, 666, 734, 
494, 2104, 472, 677, 734, 
495, 2106, 478, 673, 747, 
496, 2106, 478, 684, 746, 
497, 2110, 473, 671, 740, 
498, 2110, 477, 670, 731, 
499, 2105, 474, 669, 750, 
500, 2095, 466, 671, 741, 
501, 2108, 465, 666, 746, 
502, 2090, 483, 680, 734, 
503, 2098, 474, 667, 746, 
504, 2096, 479, 667, 744, 
505, 2098, 470, 680, 738, 
506, 2109, 477, 675, 749, 
507, 2107, 472, 682, 741, 
508, 2109, 466, 679, 746, 
509, 2101, 484, 671, 749, 
510, 2101, 478, 672, 747, 
511, 2103, 474, 667, 742, 
512, 2103, 466, 677, 750, 
513, 2098, 472, 665, 731, 
514, 2102, 477, 666, 742, 
515, 2105, 479, 679, 746, 
516, 2095, 484, 676, 732, 
517, 2105, 468, 675, 737, 
518, 2106, 474, 680, 732, 
519, 2099, 479, 670, 730, 
520, 2109, 478, 677, 749, 
521, 2090, 485, 675, 730, 
522, 2105, 470, 672, 733, 
523, 2101, 467, 671, 735, 
524, 2098, 470, 669, 738, 
525, 2103, 472, 676, 750, 
526, 2106, 483, 681, 731, 
527, 2098, 473, 668, 743, 
528, 2105, 485, 672, 738, 
529, 2091, 469, 682, 741, 
530, 2103, 468, 674, 739, 
531, 2106, 475, 673, 738, 
532, 2107, 471, 672, 734, 
533, 2099, 472, 672, 744, 
534, 2099, 471, 684, 730, 
535, 2092, 466, 682, 745, 
536, 2099, 471, 685, 745, 
537, 2108, 476, 682, 740, 
538, 2094, 472, 671, 746, 
539, 2103, 472, 680, 739, 
540, 2099, 477, 675, 744, 
541, 2103, 484, 683, 733, 
542, 2106, 483, 669, 743, 
543, 2094, 474, 672, 740, 
544, 2109, 471, 682, 745, 
545, 2092, 479, 669, 733, 
546, 2092, 479, 682, 732, 
547, 2102, 481, 669, 741, 
548, 2098, 485, 676, 734, 
549, 2104, 477, 679, 734, 
550, 2106, 469, 680, 743, 
551, 2097, 481, 680, 740, 
552, 2097, 476, 668, 730, 
553, 2110, 472, 682, 745, 
554, 2095, 479, 675, 750, 
555, 2097, 478, 672, 744, 
556, 2101, 478, 685, 738, 
557, 2096, 469, 673, 730, 
558, 2101, 466, 685, 734, 
559, 2109, 472, 677, 735, 
560, 2099, 471, 676, 741, 
561, 2103, 475, 680, 736, 
562, 2106, 467, 672, 747, 
563, 2092, 475, 673, 748, 
564, 2090, 467, 673, 740, 
565, 2094, 467, 666, 745, 
566, 2104, 477, 670, 738, 
567, 2103, 465, 671, 741, 
568, 2091, 468, 673, 746, 
569, 2097, 473, 666, 731, 
570, 2090, 483, 671, 735, 
571, 2108, 469, 681, 750, 
572, 2091, 465, 680, 734, 
573, 2104, 466, 670, 744, 
574, 2098, 469, 672, 745, 
575, 2098, 484, 684, 746, 
576, 2098, 484, 684, 743, 
577, 2106, 477, 674, 741, 
578, 2101, 482, 679, 733, 
579, 2102, 472, 677, 741, 
580, 2107, 473, 665, 731, 
581, 2107, 484, 678, 735, 
582, 2100, 474, 673, 748, 
583, 2100, 478, 676, 750, 
584, 2093, 470, 670, 746, 
585, 2099, 482, 672, 732, 
586, 2107, 476, 667, 743, 
587, 2098, 466, 666, 744, 
588, 2109, 466, 679, 737, 
589, 2108, 465, 672, 747, 
590, 2109, 480, 685, 748, 
591, 2109, 480, 682, 730, 
592, 2110, 473, 669, 734, 
593, 2095, 465, 674, 739, 
594, 2101, 483, 666, 738, 
595, 2105, 476, 677, 740, 
596, 2091, 468, 666, 743, 
597, 2103, 473, 676, 737, 
598, 2108, 465, 674, 744, 
599, 2092, 467, 683, 738, 
600, 2091, 470, 671, 744, 
601, 2094, 480, 682, 734, 
602, 2098, 481, 678, 738, 
603, 2091, 473, 668, 745, 
604, 2100, 482, 668, 748, 
605, 2103, 466, 682, 748, 
606, 2101, 472, 685, 743, 
607, 2110, 474, 669, 746, 
608, 2098, 478, 678, 741, 
609, 2090, 468, 683, 744, 
610, 2096, 469, 683, 733, 
611, 2099, 467, 666, 734, 
612, 2095, 467, 667, 730, 
613, 2096, 466, 668, 749, 
614, 2096, 466, 672, 747, 
615, 2101, 473, 681, 744, 
616, 2092, 470, 679, 748, 
617, 2108, 472, 679, 740, 
618, 2099, 465, 678, 739, 
619, 2103, 470, 670, 732, 
620, 2108, 473, 680, 750, 
621, 2090, 481, 681, 742, 
622, 2108, 481, 665, 736, 
623, 2110, 484, 665, 745, 
624, 2101, 478, 669, 750, 
625, 2102, 470, 668, 744, 
626, 2095, 473, 666, 747, 
627, 2099, 470, 674, 734, 
628, 2091, 468, 684, 750, 
629, 2106, 481, 671, 744, 
630, 2096, 475, 682, 740, 
631, 2090, 476, 666, 743, 
632, 2090, 481, 676, 750, 
633, 2104, 479, 670, 738, 
634, 2095, 470, 680, 749, 
635, 2091, 474, 677, 739, 
636, 2096, 485, 685, 743, 
637, 2108, 470, 671, 746, 
638, 2104, 465, 670, 732, 
639, 2095, 472, 682, 743, 
640, 2092, 485, 680, 735, 
641, 2092, 467, 671, 743, 
642, 2108, 482, 676, 749, 
643, 2092, 468, 665, 733, 
644, 2096, 481, 679, 731, 
645, 2104, 476, 665, 750, 
646, 2102, 477, 667, 734, 
647, 2090, 472, 665, 734, 
648, 2109, 476, 680, 731, 
649, 2100, 469, 665, 741, 
650, 2101, 467, 670, 737, 
651, 2107, 474, 678, 737, 
652, 2109, 484, 668, 749, 
653, 2100, 473, 672, 731, 
654, 2098, 478, 676, 731, 
655, 2103, 478, 672, 745, 
656, 2108, 472, 673, 737, 
657, 2099, 481, 676, 747, 
658, 2108, 470, 683, 738, 
659, 2100, 465, 680, 750, 
660, 2105, 484, 682, 738, 
661, 2091, 479, 677, 736, 
662, 2106, 474, 683, 744, 
663, 2096, 485, 681, 745, 
664, 2092, 474, 682, 733, 
665, 2104, 466, 666, 743, 
666, 2091, 483, 681, 750, 
667, 2091, 477, 684, 732, 
668, 2095, 482, 676, 734, 
669, 2105, 474, 684, 737, 
670, 2098, 482, 679, 737, 
671, 2103, 465, 665, 741, 
672, 2098, 468, 678, 737, 
673, 2100, 465, 675, 741, 
674, 2101, 483, 668, 732, 
675, 2105, 475, 669, 730, 
676, 2106, 478, 665, 742, 
677, 2101, 480, 675, 730, 
678, 2090, 474, 672, 733, 
679, 2109, 465, 669, 732, 
680, 2091, 473, 677, 733, 
681, 2096, 481, 668, 749, 
682, 2095, 475, 671, 735, 
683, 2090, 480, 668, 730, 
684, 2108, 478, 681, 749, 
685, 2090, 465, 668, 737, 
686, 2106, 481, 675, 742, 
687, 2105, 479, 665, 734, 
688, 2110, 483, 678, 741, 
689, 2101, 475, 685, 744, 
690, 2091, 479, 667, 742, 
691, 2090, 471, 669, 733, 
692, 2094, 484, 665, 734, 
693, 2101, 478, 678, 733, 
694, 2107, 466, 675, 734, 
695, 2097, 471, 680, 732, 
696, 2110, 485, 676, 745, 
697, 2097, 476, 671, 744, 
698, 2102, 475, 668, 743, 
699, 2099, 476, 683, 745, 
700, 2102, 472, 665, 742, 
701, 2095, 485, 670, 744, 
702, 2108, 478, 670, 734, 
703, 2107, 469, 671, 744, 
704, 2099, 470, 668, 743, 
705, 2099, 479, 680, 731, 
706, 2106, 476, 670, 735, 
707, 2095, 476, 685, 749, 
708, 2099, 485, 676, 739, 
709, 2104, 483, 676, 748, 
710, 2095, 473, 681, 730, 
711, 2107, 468, 667, 749, 
712, 2094, 480, 679, 749, 
713, 2096, 485, 683, 738, 
714, 2100, 475, 672, 750, 
715, 2109, 484, 673, 730, 
716, 2110, 475, 676, 748, 
717, 2110, 480, 672, 737, 
718, 2095, 474, 671, 730, 
719, 2105, 469, 677, 733, 
720, 2109, 475, 679, 741, 
721, 2101, 481, 665, 738, 
722, 2109, 476, 669, 735, 
723, 2106, 483, 676, 737, 
724, 2107, 484, 681, 733, 
725, 2105, 484, 684, 739, 
726, 2102, 483, 672, 732, 
727, 2090, 482, 679, 737, 
728, 2107, 485, 671, 748, 
729, 2092, 473, 666, 741, 
730, 2090, 476, 680, 733, 
731, 2105, 474, 668, 742, 
732, 2099, 485, 679, 736, 
733, 2108, 482, 676, 742, 
734, 2094, 483, 670, 746, 
735, 2110, 477, 671, 746, 
736, 2106, 465, 676, 741, 
737, 2109, 475, 682, 733, 
738, 2096, 481, 668, 741, 
739, 2090, 479, 678, 736, 
740, 2109, 472, 674, 742, 
741, 2107, 483, 672, 730, 
742, 2101, 476, 682, 747, 
743, 2103, 476, 665, 733, 
744, 2099, 485, 682, 744, 
745, 2096, 466, 676, 730, 
746, 2100, 472, 674, 739, 
747, 2104, 479, 674, 745, 
748, 2093, 485, 669, 743, 
749, 2104, 472, 665, 745, 
750, 2101, 478, 684, 749, 
751, 2096, 482, 674, 741, 
752, 2109, 471, 667, 741, 
753, 2105, 476, 675, 741, 
754, 2098, 465, 680, 748, 
755, 2093, 467, 665, 737, 
756, 2091, 481, 670, 750, 
757, 2104, 474, 679, 744, 
758, 2103, 481, 680, 736, 
759, 2102, 467, 672, 734, 
760, 2106, 484, 673, 738, 
761, 2096, 466, 670, 730, 
762, 2108, 468, 678, 745, 
763, 2091, 477, 684, 740, 
764, 2100, 470, 681, 730, 
765, 2095, 485, 669, 745, 
766, 2107, 471, 672, 744, 
767, 2102, 471, 674, 744, 
768, 2093, 472, 671, 741, 
769, 2090, 476, 674, 742, 
770, 2105, 472, 665, 750, 
771, 2106, 471, 679, 742, 
772, 2106, 471, 668, 733, 
773, 2105, 479, 678, 737, 
774, 2094, 473, 680, 737, 
775, 2105, 471, 667, 734, 
776, 2090, 469, 667, 747, 
777, 2109, 475, 674, 747, 
778, 2096, 477, 684, 739, 
779, 2101, 481, 673, 735, 
780, 2104, 465, 675, 730, 
781, 2091, 466, 678, 748, 
782, 2097, 475, 672, 750, 
783, 2091, 472, 673, 737, 
784, 2090, 467, 665, 734, 
785, 2110, 476, 678, 733, 
786, 2093, 483, 684, 750, 
787, 2108, 471, 671, 733, 
788, 2098, 473, 685, 732, 
789, 2108, 473, 677, 742, 
790, 2094, 474, 666, 749, 
791, 2107, 466, 682, 739, 
792, 2103, 470, 677, 732, 
793, 2107, 473, 671, 730, 
794, 2099, 469, 669, 747, 
795, 2101, 479, 671, 748, 
796, 2093, 474, 666, 743, 
797, 2107, 477, 681, 739, 
798, 2101, 479, 670, 750, 
799, 2104, 480, 676, 732, 
800, 2090, 473, 676, 743, 
801, 2095, 481, 665, 740, 
802, 2090, 471, 666, 737, 
803, 2103, 470, 677, 735, 
804, 2109, 466, 675, 746, 
805, 2096, 478, 678, 750, 
806, 2109, 478, 678, 730, 
807, 2094, 479, 684, 750, 
808, 2103, 466, 677, 743, 
809, 2108, 481, 683, 746, 
810, 2109, 479, 678, 735, 
811, 2100, 482, 667, 733, 
812, 2097, 482, 677, 737, 
813, 2102, 467, 668, 730, 
814, 2100, 469, 679, 736, 
815, 2100, 483, 680, 736, 
816, 2100, 475, 684, 732, 
817, 2101, 466, 676, 739, 
