nbElements: 2153
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
302, 2109, 469, 672, 742, 
303, 2105, 480, 682, 748, 
304, 2106, 482, 684, 742, 
305, 2109, 476, 676, 747, 
306, 2094, 467, 676, 735, 
307, 2100, 481, 685, 737, 
308, 2100, 469, 674, 738, 
309, 2106, 472, 666, 744, 
310, 2110, 483, 681, 731, 
311, 2096, 482, 679, 732, 
312, 2095, 465, 671, 730, 
313, 2090, 480, 666, 735, 
314, 2101, 467, 666, 738, 
315, 2105, 483, 671, 742, 
316, 2099, 479, 667, 730, 
317, 2092, 477, 678, 730, 
318, 2093, 483, 667, 730, 
319, 2091, 469, 669, 745, 
320, 2105, 479, 668, 737, 
321, 2094, 470, 684, 745, 
322, 2108, 485, 669, 736, 
323, 2106, 471, 678, 747, 
324, 2103, 484, 677, 734, 
325, 2097, 475, 669, 733, 
326, 2095, 477, 678, 736, 
327, 2092, 470, 665, 750, 
328, 2107, 478, 678, 738, 
329, 2103, 473, 667, 743, 
330, 2105, 479, 681, 749, 
331, 2092, 473, 671, 749, 
332, 2097, 472, 681, 746, 
333, 2102, 479, 671, 732, 
334, 2093, 473, 673, 732, 
335, 2110, 469, 671, 737, 
336, 2094, 472, 684, 744, 
337, 2102, 472, 685, 731, 
338, 2105, 484, 676, 745, 
339, 2093, 477, 672, 750, 
340, 2110, 467, 676, 730, 
341, 2108, 482, 670, 733, 
342, 2105, 479, 667, 732, 
343, 2092, 484, 674, 736, 
344, 2093, 471, 676, 741, 
345, 2103, 467, 677, 749, 
346, 2096, 468, 676, 733, 
347, 2101, 476, 673, 741, 
348, 2107, 468, 679, 735, 
349, 2103, 469, 683, 742, 
350, 2110, 477, 679, 743, 
351, 2107, 467, 665, 736, 
352, 2097, 477, 666, 738, 
353, 2110, 481, 679, 731, 
354, 2094, 475, 671, 742, 
355, 2109, 471, 679, 730, 
356, 2096, 473, 677, 749, 
357, 2091, 465, 677, 730, 
358, 2101, 473, 670, 738, 
359, 2101, 467, 668, 741, 
360, 2093, 478, 673, 732, 
361, 2090, 468, 670, 741, 
362, 2092, 465, 684, 735, 
363, 2091, 472, 665, 744, 
364, 2100, 474, 676, 742, 
365, 2103, 485, 681, 731, 
366, 2108, 475, 683, 747, 
367, 2093, 469, 668, 746, 
368, 2093, 484, 670, 735, 
369, 2102, 483, 684, 734, 
370, 2099, 478, 669, 733, 
371, 2094, 469, 684, 738, 
372, 2106, 469, 669, 746, 
373, 2098, 485, 671, 746, 
374, 2102, 484, 675, 737, 
375, 2091, 476, 670, 737, 
376, 2105, 482, 666, 737, 
377, 2094, 466, 677, 730, 
378, 2110, 476, 673, 736, 
379, 2110, 474, 680, 731, 
380, 2101, 467, 668, 735, 
381, 2106, 466, 667, 734, 
382, 2101, 478, 674, 745, 
383, 2098, 477, 671, 747, 
384, 2109, 479, 677, 744, 
385, 2098, 472, 667, 750, 
386, 2101, 480, 683, 741, 
387, 2101, 480, 666, 738, 
388, 2092, 484, 676, 745, 
389, 2099, 477, 674, 745, 
390, 2108, 482, 666, 747, 
391, 2096, 467, 675, 736, 
392, 2097, 466, 666, 744, 
393, 2092, 481, 675, 742, 
394, 2094, 468, 681, 741, 
395, 2104, 477, 678, 737, 
396, 2108, 466, 677, 737, 
397, 2108, 478, 677, 742, 
398, 2104, 471, 675, 738, 
399, 2106, 467, 678, 746, 
400, 2099, 469, 673, 747, 
401, 2094, 476, 669, 745, 
402, 2106, 473, 672, 731, 
403, 2103, 466, 669, 731, 
404, 2100, 470, 670, 742, 
405, 2103, 481, 667, 746, 
406, 2104, 470, 672, 737, 
407, 2091, 477, 666, 749, 
408, 2090, 467, 678, 740, 
409, 2104, 475, 683, 748, 
410, 2097, 478, 667, 747, 
411, 2109, 467, 685, 738, 
412, 2099, 470, 673, 750, 
413, 2091, 477, 665, 739, 
414, 2106, 467, 679, 741, 
415, 2104, 473, 671, 731, 
416, 2110, 480, 665, 734, 
417, 2108, 483, 680, 743, 
418, 2098, 466, 684, 745, 
419, 2094, 466, 672, 747, 
420, 2103, 483, 673, 736, 
421, 2105, 472, 681, 732, 
422, 2107, 485, 678, 734, 
423, 2101, 481, 678, 736, 
424, 2099, 475, 671, 736, 
425, 2100, 472, 667, 739, 
426, 2099, 472, 679, 735, 
427, 2107, 466, 666, 737, 
428, 2106, 480, 683, 749, 
429, 2096, 484, 680, 745, 
430, 2108, 482, 669, 739, 
431, 2090, 465, 675, 737, 
432, 2098, 476, 666, 741, 
433, 2093, 477, 667, 730, 
434, 2093, 483, 670, 740, 
435, 2108, 466, 673, 732, 
436, 2094, 474, 681, 740, 
437, 2101, 472, 676, 740, 
438, 2106, 475, 682, 743, 
439, 2090, 476, 684, 749, 
440, 2095, 465, 684, 741, 
441, 2107, 470, 683, 747, 
442, 2097, 477, 676, 738, 
443, 2107, 478, 678, 741, 
444, 2101, 483, 666, 734, 
445, 2099, 482, 679, 743, 
446, 2101, 484, 672, 746, 
447, 2106, 472, 672, 732, 
448, 2102, 468, 675, 743, 
449, 2098, 482, 681, 736, 
450, 2098, 483, 676, 740, 
451, 2105, 480, 680, 734, 
452, 2097, 466, 676, 748, 
453, 2106, 481, 685, 743, 
454, 2092, 467, 671, 743, 
455, 2103, 484, 678, 734, 
456, 2106, 471, 668, 734, 
457, 2101, 476, 676, 737, 
458, 2110, 477, 684, 732, 
459, 2090, 474, 671, 736, 
460, 2106, 484, 676, 747, 
461, 2109, 476, 674, 737, 
462, 2108, 475, 682, 745, 
463, 2104, 467, 678, 748, 
464, 2109, 471, 673, 745, 
465, 2093, 479, 667, 735, 
466, 2106, 476, 670, 734, 
467, 2098, 476, 684, 747, 
468, 2109, 484, 678, 736, 
469, 2098, 482, 672, 730, 
470, 2099, 468, 682, 730, 
471, 2100, 475, 681, 732, 
472, 2091, 474, 673, 730, 
473, 2108, 484, 668, 730, 
474, 2107, 475, 672, 738, 
475, 2105, 485, 682, 731, 
476, 2106, 481, 677, 738, 
477, 2101, 471, 669, 734, 
478, 2110, 474, 667, 736, 
479, 2108, 479, 684, 733, 
480, 2107, 482, 672, 731, 
481, 2096, 471, 672, 740, 
482, 2106, 480, 665, 731, 
483, 2103, 485, 666, 733, 
484, 2092, 468, 677, 736, 
485, 2106, 470, 665, 749, 
486, 2106, 485, 668, 730, 
487, 2107, 466, 678, 746, 
488, 2107, 465, 668, 741, 
489, 2110, 477, 670, 737, 
490, 2091, 484, 679, 741, 
491, 2092, 467, 675, 736, 
492, 2092, 475, 674, 744, 
493, 2106, 479, 680, 742, 
494, 2090, 465, 680, 738, 
495, 2097, 472, 685, 747, 
496, 2097, 484, 673, 744, 
497, 2107, 477, 683, 750, 
498, 2104, 471, 681, 742, 
499, 2109, 473, 667, 742, 
500, 2098, 475, 680, 743, 
501, 2093, 476, 685, 733, 
502, 2107, 482, 685, 740, 
503, 2094, 481, 672, 739, 
504, 2106, 485, 670, 749, 
505, 2090, 480, 674, 737, 
506, 2093, 479, 665, 749, 
507, 2108, 471, 685, 748, 
508, 2097, 465, 674, 742, 
509, 2092, 483, 684, 741, 
510, 2101, 481, 683, 741, 
511, 2107, 472, 667, 746, 
512, 2099, 480, 668, 744, 
513, 2100, 479, 677, 740, 
514, 2105, 478, 665, 738, 
515, 2094, 482, 671, 745, 
516, 2098, 465, 679, 746, 
517, 2109, 467, 669, 744, 
518, 2093, 472, 673, 731, 
519, 2101, 476, 668, 737, 
520, 2092, 473, 674, 731, 
521, 2107, 468, 676, 745, 
522, 2110, 469, 674, 750, 
523, 2110, 483, 681, 745, 
524, 2102, 475, 678, 749, 
525, 2094, 475, 671, 744, 
526, 2107, 466, 683, 739, 
527, 2110, 476, 673, 742, 
528, 2102, 479, 679, 748, 
529, 2106, 476, 685, 733, 
530, 2109, 475, 669, 731, 
531, 2091, 483, 666, 735, 
532, 2104, 484, 671, 731, 
533, 2098, 482, 669, 740, 
534, 2091, 477, 671, 747, 
535, 2105, 482, 667, 745, 
536, 2098, 475, 672, 750, 
537, 2090, 469, 668, 734, 
538, 2110, 473, 684, 737, 
539, 2100, 474, 673, 746, 
540, 2097, 478, 683, 745, 
541, 2106, 477, 684, 747, 
542, 2101, 480, 675, 738, 
543, 2107, 470, 683, 731, 
544, 2102, 478, 665, 737, 
545, 2096, 485, 685, 748, 
546, 2097, 482, 681, 733, 
547, 2100, 484, 668, 736, 
548, 2101, 466, 680, 746, 
549, 2106, 467, 668, 747, 
550, 2102, 485, 669, 750, 
551, 2094, 469, 682, 735, 
552, 2091, 466, 669, 735, 
553, 2100, 481, 668, 736, 
554, 2107, 466, 669, 748, 
555, 2095, 481, 670, 746, 
556, 2110, 472, 673, 734, 
557, 2097, 484, 679, 745, 
558, 2108, 485, 665, 741, 
559, 2103, 480, 671, 742, 
560, 2090, 479, 680, 730, 
561, 2094, 472, 669, 736, 
562, 2096, 466, 682, 748, 
563, 2092, 483, 684, 750, 
564, 2092, 466, 672, 749, 
565, 2102, 470, 679, 735, 
566, 2103, 472, 675, 735, 
567, 2090, 465, 682, 732, 
568, 2094, 468, 685, 737, 
569, 2101, 471, 666, 736, 
570, 2096, 474, 671, 732, 
571, 2098, 468, 682, 739, 
572, 2108, 482, 682, 731, 
573, 2101, 473, 667, 735, 
574, 2107, 466, 666, 747, 
575, 2093, 484, 677, 746, 
576, 2100, 485, 666, 737, 
577, 2094, 468, 679, 740, 
578, 2107, 477, 669, 732, 
579, 2100, 483, 678, 731, 
580, 2103, 465, 673, 738, 
581, 2090, 474, 677, 736, 
582, 2096, 484, 684, 748, 
583, 2104, 479, 674, 748, 
584, 2101, 469, 674, 738, 
585, 2101, 483, 684, 731, 
586, 2094, 483, 668, 749, 
587, 2097, 482, 684, 747, 
588, 2095, 470, 677, 734, 
589, 2110, 480, 673, 740, 
590, 2108, 473, 667, 743, 
591, 2109, 480, 682, 749, 
592, 2099, 472, 677, 747, 
593, 2109, 482, 674, 738, 
594, 2092, 465, 681, 733, 
595, 2106, 477, 668, 734, 
596, 2104, 468, 666, 749, 
597, 2092, 473, 676, 749, 
598, 2098, 465, 678, 745, 
599, 2097, 483, 667, 738, 
600, 2109, 481, 670, 749, 
601, 2090, 484, 682, 736, 
602, 2093, 465, 670, 744, 
603, 2107, 480, 676, 749, 
604, 2102, 466, 685, 731, 
605, 2092, 483, 672, 738, 
606, 2101, 472, 665, 733, 
607, 2100, 472, 678, 730, 
608, 2106, 479, 680, 736, 
609, 2090, 483, 673, 742, 
610, 2100, 481, 668, 746, 
611, 2100, 465, 680, 748, 
612, 2108, 485, 681, 737, 
613, 2101, 468, 672, 739, 
614, 2095, 467, 666, 740, 
615, 2094, 481, 675, 737, 
616, 2104, 469, 665, 744, 
617, 2091, 476, 679, 742, 
618, 2097, 472, 670, 749, 
619, 2110, 477, 666, 736, 
620, 2105, 479, 675, 734, 
621, 2103, 474, 678, 748, 
622, 2096, 475, 685, 738, 
623, 2096, 477, 667, 741, 
624, 2106, 472, 670, 738, 
625, 2092, 473, 679, 740, 
626, 2103, 468, 677, 742, 
627, 2106, 475, 677, 743, 
628, 2096, 483, 670, 748, 
629, 2097, 484, 670, 736, 
630, 2100, 479, 683, 741, 
631, 2090, 483, 683, 748, 
632, 2105, 479, 675, 730, 
633, 2102, 478, 668, 746, 
634, 2091, 473, 676, 743, 
635, 2110, 473, 676, 742, 
636, 2106, 470, 683, 735, 
637, 2106, 473, 668, 730, 
638, 2110, 480, 672, 744, 
639, 2093, 481, 668, 738, 
640, 2109, 466, 680, 737, 
641, 2107, 478, 678, 731, 
642, 2098, 477, 678, 738, 
643, 2095, 466, 682, 730, 
644, 2106, 467, 667, 744, 
645, 2091, 466, 673, 732, 
646, 2109, 468, 667, 746, 
647, 2106, 470, 683, 746, 
648, 2106, 466, 665, 736, 
649, 2106, 480, 676, 750, 
650, 2096, 471, 667, 745, 
651, 2096, 473, 680, 748, 
652, 2103, 477, 676, 747, 
653, 2090, 478, 674, 750, 
654, 2098, 473, 684, 748, 
655, 2108, 484, 667, 740, 
656, 2107, 474, 666, 739, 
657, 2098, 481, 665, 738, 
658, 2101, 470, 683, 746, 
659, 2102, 475, 671, 735, 
660, 2107, 472, 684, 737, 
661, 2109, 484, 681, 740, 
662, 2099, 482, 666, 734, 
663, 2101, 482, 683, 740, 
664, 2099, 477, 683, 741, 
665, 2091, 472, 675, 748, 
666, 2093, 473, 683, 735, 
667, 2103, 479, 681, 745, 
668, 2105, 481, 681, 743, 
669, 2104, 470, 679, 733, 
670, 2091, 476, 666, 734, 
671, 2109, 484, 670, 743, 
672, 2108, 478, 667, 739, 
673, 2100, 484, 684, 736, 
674, 2104, 477, 669, 734, 
675, 2097, 484, 666, 735, 
676, 2103, 469, 680, 747, 
677, 2097, 485, 683, 731, 
678, 2095, 468, 684, 739, 
679, 2090, 465, 675, 743, 
680, 2105, 465, 676, 734, 
681, 2096, 466, 679, 731, 
682, 2101, 485, 672, 744, 
683, 2093, 468, 680, 743, 
684, 2095, 475, 679, 743, 
685, 2105, 485, 680, 744, 
686, 2092, 481, 676, 730, 
687, 2099, 474, 678, 749, 
688, 2102, 467, 678, 739, 
689, 2094, 480, 670, 735, 
690, 2108, 472, 666, 732, 
691, 2110, 478, 668, 735, 
692, 2092, 470, 676, 747, 
693, 2090, 473, 670, 742, 
694, 2095, 471, 685, 743, 
695, 2099, 472, 669, 747, 
696, 2091, 481, 672, 750, 
697, 2100, 466, 671, 748, 
698, 2096, 473, 675, 737, 
699, 2097, 485, 680, 741, 
700, 2100, 485, 675, 750, 
701, 2104, 470, 670, 746, 
702, 2098, 474, 680, 749, 
703, 2104, 467, 674, 744, 
704, 2104, 466, 675, 740, 
705, 2106, 479, 679, 747, 
706, 2104, 478, 672, 750, 
707, 2091, 470, 671, 735, 
708, 2105, 481, 678, 731, 
709, 2100, 470, 680, 733, 
710, 2097, 476, 676, 737, 
711, 2106, 484, 672, 731, 
712, 2094, 483, 666, 746, 
713, 2110, 465, 684, 743, 
714, 2094, 482, 679, 747, 
715, 2105, 472, 666, 736, 
716, 2096, 474, 678, 749, 
717, 2092, 473, 682, 730, 
718, 2097, 477, 665, 736, 
719, 2098, 485, 676, 736, 
720, 2109, 469, 666, 731, 
721, 2107, 469, 671, 735, 
722, 2106, 468, 674, 733, 
723, 2110, 468, 679, 732, 
724, 2096, 476, 679, 730, 
725, 2102, 478, 681, 731, 
726, 2092, 480, 684, 741, 
727, 2094, 468, 679, 731, 
728, 2102, 479, 679, 749, 
729, 2103, 470, 665, 735, 
730, 2098, 474, 684, 746, 
731, 2107, 471, 680, 736, 
732, 2106, 481, 667, 750, 
733, 2104, 474, 679, 750, 
734, 2110, 468, 665, 744, 
735, 2094, 473, 670, 734, 
736, 2108, 473, 667, 730, 
737, 2094, 468, 679, 746, 
738, 2091, 483, 678, 747, 
739, 2093, 472, 681, 744, 
740, 2092, 484, 685, 731, 
741, 2106, 483, 670, 749, 
742, 2098, 472, 685, 740, 
743, 2103, 474, 677, 734, 
744, 2103, 471, 673, 746, 
745, 2095, 468, 675, 750, 
746, 2109, 484, 670, 743, 
747, 2105, 471, 681, 744, 
748, 2106, 484, 668, 737, 
749, 2109, 474, 670, 745, 
750, 2093, 485, 666, 732, 
751, 2107, 481, 681, 750, 
752, 2096, 473, 670, 739, 
753, 2109, 479, 673, 742, 
754, 2105, 470, 682, 742, 
755, 2099, 477, 672, 742, 
756, 2090, 476, 665, 740, 
757, 2110, 484, 682, 744, 
758, 2108, 472, 682, 748, 
759, 2103, 480, 669, 742, 
760, 2099, 477, 667, 742, 
761, 2103, 471, 675, 742, 
762, 2104, 483, 680, 747, 
763, 2095, 466, 665, 741, 
764, 2109, 482, 678, 748, 
765, 2090, 478, 677, 750, 
766, 2094, 481, 681, 734, 
767, 2100, 483, 682, 742, 
768, 2097, 477, 667, 742, 
769, 2101, 471, 676, 749, 
770, 2103, 469, 684, 745, 
771, 2094, 475, 675, 748, 
772, 2097, 473, 668, 748, 
773, 2092, 481, 669, 746, 
774, 2091, 472, 673, 744, 
775, 2093, 477, 670, 735, 
776, 2105, 477, 683, 740, 
777, 2102, 474, 675, 736, 
778, 2104, 473, 668, 748, 
779, 2102, 467, 673, 744, 
780, 2097, 465, 668, 736, 
781, 2104, 484, 672, 740, 
782, 2108, 470, 685, 747, 
783, 2109, 472, 681, 743, 
784, 2109, 468, 680, 747, 
785, 2100, 481, 667, 736, 
786, 2103, 483, 679, 738, 
787, 2107, 475, 674, 747, 
788, 2096, 476, 668, 731, 
789, 2098, 468, 685, 741, 
790, 2102, 473, 669, 741, 
791, 2096, 473, 678, 732, 
792, 2096, 469, 685, 750, 
793, 2107, 478, 683, 730, 
794, 2110, 473, 668, 740, 
795, 2100, 477, 674, 749, 
796, 2103, 476, 675, 746, 
797, 2093, 465, 679, 750, 
798, 2101, 468, 674, 730, 
799, 2095, 482, 672, 740, 
800, 2105, 474, 683, 736, 
801, 2090, 466, 666, 743, 
802, 2106, 470, 675, 744, 
803, 2101, 467, 683, 743, 
804, 2104, 483, 666, 731, 
805, 2109, 484, 665, 732, 
806, 2103, 470, 665, 748, 
807, 2104, 484, 679, 749, 
808, 2100, 477, 675, 730, 
809, 2103, 467, 684, 734, 
810, 2091, 465, 677, 734, 
811, 2103, 481, 669, 745, 
812, 2104, 467, 678, 738, 
813, 2091, 470, 682, 745, 
814, 2092, 468, 678, 736, 
815, 2098, 471, 685, 738, 
816, 2090, 473, 675, 743, 
817, 2096, 466, 679, 738, 
