nbElements: 2153
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
63, 2106, 1461, 687, 469, 647, 497, 
64, 2106, 1477, 641, 515, 704, 471, 
65, 2101, 1474, 697, 474, 656, 484, 
66, 2099, 1477, 712, 483, 668, 486, 
67, 2096, 1487, 649, 505, 678, 474, 
68, 2099, 1493, 646, 502, 701, 470, 
69, 2104, 1481, 686, 472, 656, 510, 
70, 2103, 1474, 680, 482, 652, 507, 
71, 2094, 1476, 692, 471, 672, 476, 
72, 2102, 1488, 660, 488, 690, 478, 
73, 2102, 1483, 650, 509, 699, 471, 
74, 2103, 1493, 668, 491, 695, 478, 
75, 2103, 1486, 683, 479, 660, 503, 
76, 2094, 1465, 702, 475, 662, 493, 
77, 2102, 1485, 665, 486, 675, 477, 
78, 2103, 1477, 692, 469, 659, 499, 
79, 2109, 1472, 648, 486, 695, 479, 
80, 2105, 1481, 671, 477, 691, 475, 
81, 2105, 1462, 693, 476, 664, 483, 
82, 2104, 1465, 662, 474, 703, 473, 
83, 2095, 1487, 664, 476, 686, 473, 
84, 2110, 1466, 678, 485, 657, 478, 
85, 2107, 1483, 648, 512, 691, 474, 
86, 2099, 1484, 647, 497, 689, 484, 
87, 2096, 1478, 704, 473, 667, 469, 
88, 2105, 1473, 699, 472, 667, 479, 
89, 2102, 1470, 670, 481, 663, 488, 
90, 2106, 1480, 691, 465, 653, 506, 
91, 2110, 1488, 657, 492, 687, 480, 
92, 2104, 1476, 662, 495, 684, 467, 
93, 2102, 1466, 697, 485, 658, 501, 
94, 2103, 1477, 666, 479, 687, 472, 
95, 2106, 1463, 680, 475, 661, 481, 
96, 2107, 1489, 647, 499, 710, 466, 
97, 2099, 1495, 651, 506, 687, 471, 
98, 2102, 1466, 669, 477, 689, 480, 
99, 2103, 1481, 673, 490, 696, 481, 
100, 2104, 1471, 698, 467, 644, 491, 
101, 2105, 1489, 664, 479, 686, 467, 
102, 2093, 1466, 701, 469, 663, 490, 
103, 2110, 1475, 703, 468, 674, 480, 
104, 2100, 1485, 677, 484, 695, 469, 
105, 2107, 1479, 666, 471, 712, 476, 
106, 2092, 1474, 666, 492, 676, 475, 
107, 2102, 1488, 692, 476, 653, 504, 
108, 2100, 1482, 663, 493, 702, 464, 
109, 2103, 1468, 674, 477, 660, 470, 
110, 2109, 1475, 672, 479, 687, 470, 
111, 2100, 1472, 694, 475, 659, 486, 
112, 2109, 1492, 679, 484, 673, 492, 
113, 2097, 1463, 701, 469, 645, 503, 
114, 2097, 1471, 649, 508, 683, 478, 
115, 2102, 1477, 666, 479, 673, 480, 
116, 2097, 1483, 669, 474, 693, 477, 
117, 2103, 1486, 655, 495, 682, 484, 
118, 2108, 1476, 669, 495, 698, 474, 
119, 2104, 1485, 672, 465, 696, 483, 
120, 2093, 1482, 662, 479, 691, 476, 
121, 2107, 1479, 701, 478, 649, 506, 
122, 2098, 1480, 647, 504, 692, 466, 
123, 2098, 1487, 650, 493, 706, 477, 
124, 2088, 1462, 664, 481, 709, 463, 
125, 2098, 1478, 683, 472, 665, 500, 
126, 2106, 1466, 680, 487, 663, 481, 
127, 2111, 1470, 655, 501, 711, 483, 
128, 2103, 1473, 651, 487, 674, 476, 
129, 2098, 1462, 709, 482, 670, 474, 
130, 2098, 1477, 705, 468, 674, 479, 
131, 2089, 1470, 644, 496, 708, 478, 
132, 2104, 1483, 688, 485, 662, 498, 
133, 2101, 1473, 685, 476, 649, 507, 
134, 2101, 1465, 687, 471, 647, 507, 
135, 2104, 1472, 647, 495, 691, 484, 
136, 2094, 1495, 667, 474, 708, 477, 
137, 2100, 1464, 689, 471, 665, 481, 
138, 2097, 1465, 696, 474, 640, 496, 
139, 2097, 1471, 652, 495, 690, 475, 
140, 2102, 1477, 651, 497, 690, 485, 
141, 2102, 1479, 653, 503, 688, 469, 
142, 2103, 1463, 686, 472, 635, 502, 
143, 2102, 1462, 698, 486, 678, 486, 
144, 2108, 1484, 665, 482, 690, 484, 
145, 2104, 1484, 691, 464, 660, 477, 
146, 2100, 1484, 667, 476, 695, 477, 
147, 2106, 1477, 701, 481, 666, 478, 
148, 2096, 1471, 707, 478, 666, 472, 
149, 2096, 1471, 680, 469, 653, 490, 
150, 2106, 1460, 695, 479, 665, 474, 
151, 2097, 1466, 694, 476, 659, 481, 
152, 2092, 1460, 684, 469, 678, 488, 
153, 2099, 1484, 642, 492, 677, 466, 
154, 2107, 1474, 679, 463, 656, 479, 
155, 2090, 1468, 672, 471, 701, 467, 
156, 2104, 1470, 678, 480, 695, 480, 
157, 2093, 1479, 680, 473, 674, 491, 
158, 2104, 1478, 688, 480, 669, 479, 
159, 2098, 1475, 639, 505, 691, 484, 
160, 2103, 1481, 667, 478, 704, 477, 
161, 2095, 1483, 655, 490, 673, 470, 
162, 2108, 1477, 699, 478, 655, 501, 
163, 2098, 1463, 687, 476, 638, 504, 
164, 2105, 1491, 661, 498, 686, 480, 
165, 2110, 1473, 660, 501, 707, 476, 
166, 2098, 1492, 664, 477, 693, 481, 
167, 2102, 1471, 696, 483, 665, 494, 
168, 2096, 1481, 699, 475, 659, 479, 
169, 2100, 1480, 663, 486, 697, 477, 
170, 2101, 1494, 655, 491, 700, 463, 
171, 2103, 1485, 674, 482, 704, 466, 
172, 2098, 1473, 653, 501, 677, 467, 
173, 2100, 1477, 702, 477, 643, 511, 
174, 2095, 1489, 656, 505, 706, 476, 
175, 2106, 1470, 656, 508, 688, 468, 
176, 2101, 1468, 640, 495, 696, 478, 
177, 2108, 1459, 685, 484, 643, 496, 
178, 2094, 1494, 697, 469, 661, 485, 
179, 2102, 1475, 675, 483, 698, 470, 
180, 2103, 1454, 685, 468, 656, 501, 
181, 2104, 1480, 663, 472, 680, 475, 
182, 2086, 1481, 665, 470, 699, 472, 
183, 2095, 1481, 656, 490, 696, 475, 
184, 2092, 1476, 677, 467, 652, 488, 
185, 2100, 1461, 668, 497, 677, 485, 
186, 2107, 1453, 658, 508, 698, 478, 
187, 2095, 1468, 701, 477, 656, 497, 
188, 2110, 1474, 659, 492, 681, 478, 
189, 2090, 1480, 689, 482, 652, 493, 
190, 2099, 1485, 672, 476, 695, 480, 
191, 2105, 1480, 658, 495, 667, 483, 
192, 2100, 1477, 672, 486, 654, 509, 
193, 2111, 1483, 707, 468, 663, 487, 
194, 2101, 1498, 669, 485, 711, 464, 
195, 2092, 1485, 696, 470, 643, 495, 
196, 2094, 1473, 670, 473, 642, 496, 
197, 2110, 1466, 684, 473, 668, 484, 
198, 2093, 1479, 686, 472, 653, 493, 
199, 2098, 1478, 643, 500, 686, 481, 
200, 2099, 1485, 707, 484, 653, 495, 
201, 2098, 1479, 690, 471, 666, 489, 
202, 2094, 1486, 672, 482, 690, 479, 
203, 2100, 1464, 691, 482, 680, 483, 
204, 2094, 1481, 654, 494, 694, 478, 
205, 2101, 1469, 670, 487, 681, 480, 
206, 2102, 1483, 685, 466, 655, 487, 
207, 2102, 1496, 647, 501, 685, 480, 
208, 2098, 1469, 645, 487, 694, 469, 
209, 2101, 1483, 671, 500, 686, 480, 
210, 2099, 1486, 667, 483, 690, 483, 
211, 2110, 1490, 704, 470, 672, 490, 
212, 2093, 1496, 706, 482, 669, 486, 
213, 2103, 1464, 650, 494, 698, 483, 
214, 2105, 1475, 688, 474, 679, 480, 
215, 2109, 1483, 692, 481, 656, 479, 
216, 2106, 1468, 675, 474, 705, 464, 
217, 2106, 1477, 652, 510, 682, 472, 
218, 2105, 1484, 670, 488, 686, 467, 
219, 2103, 1472, 663, 497, 706, 478, 
220, 2105, 1459, 696, 469, 662, 497, 
221, 2092, 1479, 669, 473, 689, 469, 
222, 2107, 1477, 713, 482, 653, 490, 
223, 2097, 1491, 677, 468, 664, 489, 
224, 2110, 1490, 665, 473, 686, 470, 
225, 2103, 1482, 686, 465, 655, 488, 
226, 2099, 1486, 689, 477, 659, 475, 
227, 2098, 1480, 684, 482, 661, 483, 
228, 2096, 1469, 689, 484, 665, 485, 
229, 2107, 1472, 679, 472, 713, 466, 
230, 2107, 1459, 672, 479, 695, 467, 
231, 2099, 1483, 711, 481, 647, 484, 
232, 2106, 1482, 651, 487, 706, 481, 
233, 2101, 1476, 662, 493, 693, 478, 
234, 2104, 1476, 682, 479, 643, 509, 
235, 2101, 1490, 669, 491, 708, 466, 
236, 2096, 1479, 714, 483, 664, 483, 
237, 2091, 1495, 696, 474, 648, 494, 
238, 2108, 1469, 694, 482, 640, 501, 
239, 2109, 1484, 683, 469, 679, 484, 
240, 2095, 1483, 672, 478, 643, 510, 
241, 2093, 1482, 695, 475, 650, 496, 
242, 2107, 1490, 661, 471, 685, 470, 
243, 2093, 1482, 665, 489, 679, 474, 
244, 2106, 1483, 688, 466, 647, 489, 
245, 2111, 1480, 679, 471, 644, 496, 
246, 2105, 1494, 678, 469, 665, 482, 
247, 2108, 1483, 659, 485, 688, 469, 
248, 2105, 1474, 638, 501, 697, 472, 
249, 2101, 1488, 684, 469, 665, 481, 
250, 2105, 1491, 655, 498, 704, 478, 
251, 2111, 1479, 693, 476, 650, 500, 
252, 2109, 1482, 673, 466, 659, 496, 
253, 2106, 1468, 710, 463, 662, 474, 
254, 2103, 1478, 677, 483, 657, 502, 
255, 2105, 1482, 643, 503, 696, 484, 
256, 2100, 1477, 692, 471, 665, 491, 
257, 2100, 1490, 681, 467, 650, 497, 
258, 2107, 1477, 656, 495, 701, 469, 
259, 2100, 1493, 698, 478, 662, 478, 
260, 2098, 1479, 653, 483, 704, 480, 
261, 2105, 1485, 647, 495, 698, 475, 
262, 2094, 1481, 637, 515, 680, 485, 
263, 2103, 1481, 653, 499, 692, 483, 
264, 2100, 1465, 647, 492, 702, 476, 
265, 2108, 1484, 687, 467, 662, 489, 
266, 2108, 1484, 668, 478, 698, 478, 
267, 2103, 1487, 712, 467, 674, 476, 
268, 2094, 1487, 655, 489, 681, 480, 
269, 2089, 1472, 664, 479, 685, 472, 
270, 2102, 1480, 663, 479, 680, 477, 
271, 2102, 1477, 706, 469, 661, 490, 
272, 2106, 1488, 672, 477, 660, 471, 
273, 2107, 1474, 684, 465, 654, 493, 
274, 2103, 1492, 685, 465, 678, 482, 
275, 2102, 1473, 694, 466, 675, 477, 
276, 2108, 1472, 678, 465, 650, 496, 
277, 2109, 1480, 652, 488, 704, 476, 
278, 2111, 1477, 661, 485, 695, 473, 
279, 2097, 1477, 661, 488, 694, 481, 
280, 2096, 1472, 715, 480, 673, 476, 
281, 2104, 1481, 676, 481, 678, 492, 
282, 2106, 1479, 674, 488, 700, 487, 
283, 2103, 1483, 688, 486, 661, 480, 
284, 2097, 1472, 699, 484, 664, 472, 
285, 2105, 1492, 638, 495, 686, 475, 
286, 2098, 1478, 686, 476, 645, 493, 
287, 2100, 1482, 684, 479, 653, 501, 
288, 2095, 1481, 647, 509, 673, 475, 
289, 2090, 1489, 672, 491, 689, 483, 
290, 2104, 1477, 642, 496, 701, 465, 
291, 2105, 1473, 657, 500, 687, 478, 
292, 2104, 1466, 695, 484, 660, 487, 
293, 2098, 1498, 700, 476, 655, 503, 
294, 2106, 1466, 677, 486, 689, 471, 
295, 2090, 1478, 699, 469, 677, 486, 
296, 2098, 1494, 677, 469, 690, 463, 
297, 2092, 1484, 682, 466, 671, 473, 
298, 2109, 1480, 666, 494, 678, 477, 
299, 2109, 1488, 659, 493, 707, 485, 
300, 2094, 1471, 691, 468, 641, 496, 
301, 2101, 1476, 704, 481, 673, 486, 
302, 2093, 1472, 645, 493, 684, 467, 
303, 2098, 1469, 665, 480, 697, 485, 
304, 2102, 1474, 697, 471, 669, 483, 
305, 2102, 1463, 674, 470, 666, 474, 
306, 2104, 1473, 695, 485, 662, 474, 
307, 2104, 1470, 684, 474, 660, 501, 
308, 2097, 1479, 663, 483, 708, 483, 
309, 2100, 1473, 642, 492, 677, 473, 
310, 2103, 1480, 692, 467, 644, 501, 
311, 2102, 1484, 669, 469, 680, 467, 
312, 2096, 1475, 687, 480, 654, 501, 
313, 2100, 1486, 693, 468, 655, 516, 
314, 2100, 1472, 687, 478, 668, 484, 
315, 2106, 1487, 664, 481, 698, 478, 
316, 2095, 1484, 697, 475, 673, 483, 
317, 2106, 1473, 648, 498, 710, 474, 
318, 2108, 1468, 647, 491, 685, 470, 
319, 2103, 1471, 668, 499, 684, 481, 
320, 2109, 1473, 679, 486, 680, 469, 
321, 2104, 1471, 662, 503, 684, 467, 
322, 2088, 1490, 666, 487, 678, 468, 
323, 2106, 1481, 697, 477, 672, 495, 
324, 2112, 1483, 677, 474, 690, 470, 
325, 2094, 1465, 702, 481, 674, 481, 
326, 2097, 1482, 677, 476, 682, 470, 
327, 2094, 1487, 655, 487, 700, 474, 
328, 2101, 1473, 660, 480, 689, 479, 
329, 2109, 1473, 692, 468, 662, 486, 
330, 2098, 1467, 643, 508, 705, 470, 
331, 2089, 1470, 677, 474, 656, 505, 
332, 2104, 1477, 675, 477, 685, 476, 
333, 2105, 1464, 667, 492, 696, 471, 
334, 2104, 1496, 663, 491, 708, 469, 
335, 2109, 1481, 697, 481, 653, 503, 
336, 2104, 1485, 657, 506, 694, 485, 
337, 2110, 1481, 656, 507, 684, 481, 
338, 2096, 1489, 655, 503, 676, 486, 
339, 2100, 1469, 693, 479, 657, 492, 
340, 2103, 1470, 681, 476, 671, 481, 
341, 2100, 1468, 691, 480, 682, 475, 
342, 2105, 1486, 677, 480, 677, 464, 
343, 2096, 1483, 646, 484, 688, 479, 
344, 2105, 1481, 693, 485, 660, 488, 
345, 2106, 1489, 665, 496, 685, 483, 
346, 2101, 1479, 670, 481, 710, 480, 
347, 2096, 1469, 667, 483, 672, 468, 
348, 2104, 1481, 673, 468, 673, 488, 
349, 2108, 1476, 678, 479, 677, 481, 
350, 2110, 1483, 668, 479, 700, 470, 
351, 2106, 1497, 695, 467, 654, 493, 
352, 2109, 1495, 679, 474, 683, 465, 
353, 2094, 1490, 655, 507, 691, 476, 
354, 2099, 1487, 672, 479, 677, 476, 
355, 2096, 1482, 651, 502, 699, 480, 
356, 2091, 1474, 663, 493, 689, 467, 
357, 2097, 1486, 683, 469, 644, 509, 
358, 2102, 1474, 654, 486, 696, 480, 
359, 2103, 1470, 685, 474, 650, 503, 
360, 2101, 1463, 654, 495, 672, 467, 
361, 2096, 1487, 705, 466, 666, 480, 
362, 2096, 1478, 641, 504, 676, 481, 
363, 2104, 1487, 672, 492, 684, 484, 
364, 2096, 1477, 688, 477, 642, 501, 
365, 2104, 1478, 676, 465, 667, 485, 
366, 2102, 1479, 651, 489, 707, 475, 
367, 2105, 1474, 657, 509, 700, 470, 
368, 2106, 1480, 659, 491, 680, 466, 
369, 2098, 1465, 689, 473, 669, 471, 
370, 2092, 1471, 702, 485, 647, 494, 
371, 2099, 1478, 663, 488, 673, 476, 
372, 2111, 1475, 641, 504, 701, 476, 
373, 2106, 1482, 667, 488, 693, 468, 
374, 2089, 1489, 660, 483, 688, 483, 
375, 2099, 1465, 710, 476, 649, 512, 
376, 2099, 1489, 695, 473, 653, 496, 
377, 2095, 1481, 692, 467, 681, 469, 
378, 2102, 1471, 660, 481, 673, 467, 
379, 2107, 1471, 674, 487, 680, 470, 
380, 2107, 1477, 698, 482, 644, 503, 
381, 2093, 1477, 673, 475, 694, 477, 
382, 2106, 1494, 688, 481, 679, 486, 
383, 2100, 1473, 668, 476, 677, 485, 
384, 2105, 1468, 676, 483, 672, 476, 
385, 2102, 1486, 673, 478, 692, 481, 
386, 2104, 1493, 664, 506, 704, 484, 
387, 2098, 1463, 690, 476, 646, 490, 
388, 2096, 1488, 657, 492, 687, 481, 
389, 2103, 1477, 694, 466, 645, 501, 
390, 2102, 1471, 704, 484, 670, 485, 
391, 2101, 1480, 693, 480, 661, 488, 
392, 2103, 1474, 668, 485, 685, 469, 
393, 2095, 1468, 654, 490, 676, 464, 
394, 2105, 1472, 689, 467, 653, 492, 
395, 2100, 1465, 636, 502, 701, 485, 
396, 2092, 1480, 662, 488, 688, 475, 
397, 2104, 1486, 708, 473, 668, 477, 
398, 2103, 1483, 666, 483, 683, 473, 
399, 2100, 1474, 703, 481, 677, 474, 
400, 2102, 1483, 665, 479, 684, 477, 
401, 2099, 1486, 641, 497, 687, 480, 
402, 2106, 1478, 669, 480, 658, 479, 
403, 2094, 1482, 664, 493, 680, 480, 
404, 2098, 1481, 687, 465, 654, 504, 
405, 2099, 1472, 711, 470, 661, 480, 
406, 2099, 1476, 658, 487, 707, 469, 
407, 2100, 1471, 690, 483, 664, 480, 
408, 2093, 1481, 655, 485, 704, 486, 
409, 2099, 1468, 652, 492, 692, 472, 
410, 2100, 1479, 698, 468, 642, 502, 
411, 2096, 1473, 671, 498, 692, 477, 
412, 2097, 1490, 657, 507, 708, 474, 
413, 2104, 1483, 695, 468, 676, 470, 
414, 2111, 1488, 642, 489, 676, 468, 
415, 2098, 1482, 690, 480, 645, 508, 
416, 2107, 1485, 692, 478, 655, 506, 
417, 2099, 1478, 708, 476, 658, 502, 
418, 2105, 1483, 686, 478, 654, 485, 
419, 2110, 1473, 649, 494, 687, 466, 
420, 2106, 1472, 653, 489, 707, 468, 
421, 2106, 1476, 681, 485, 665, 477, 
422, 2102, 1469, 668, 477, 696, 483, 
423, 2108, 1470, 681, 481, 692, 466, 
424, 2102, 1474, 694, 481, 679, 478, 
425, 2106, 1480, 692, 471, 650, 498, 
426, 2100, 1484, 689, 466, 652, 488, 
427, 2094, 1470, 681, 467, 678, 467, 
428, 2099, 1480, 688, 482, 638, 509, 
429, 2105, 1469, 668, 485, 687, 474, 
430, 2106, 1481, 687, 469, 668, 486, 
431, 2110, 1471, 676, 490, 692, 483, 
432, 2104, 1491, 668, 475, 663, 481, 
433, 2104, 1486, 679, 478, 662, 490, 
434, 2104, 1468, 696, 479, 671, 482, 
435, 2106, 1464, 686, 483, 664, 498, 
436, 2105, 1486, 672, 482, 682, 482, 
437, 2101, 1468, 691, 474, 661, 477, 
438, 2092, 1480, 691, 478, 671, 470, 
439, 2100, 1484, 666, 499, 682, 474, 
440, 2097, 1494, 650, 492, 695, 474, 
441, 2096, 1476, 686, 484, 659, 485, 
442, 2103, 1478, 692, 466, 648, 505, 
443, 2098, 1480, 694, 467, 656, 497, 
444, 2093, 1488, 676, 481, 686, 473, 
445, 2101, 1488, 669, 493, 701, 477, 
446, 2105, 1481, 655, 487, 695, 476, 
447, 2105, 1474, 692, 483, 648, 503, 
448, 2106, 1479, 649, 501, 680, 464, 
449, 2100, 1470, 654, 507, 675, 482, 
450, 2106, 1478, 673, 481, 691, 475, 
451, 2096, 1490, 683, 481, 657, 492, 
452, 2097, 1481, 654, 497, 705, 482, 
453, 2108, 1481, 658, 484, 696, 474, 
454, 2101, 1469, 704, 481, 659, 489, 
455, 2109, 1472, 668, 481, 686, 478, 
456, 2095, 1479, 700, 473, 664, 500, 
457, 2103, 1485, 647, 502, 687, 483, 
458, 2105, 1478, 681, 486, 649, 496, 
459, 2108, 1476, 655, 499, 679, 472, 
460, 2111, 1482, 689, 479, 678, 470, 
461, 2101, 1495, 700, 477, 662, 506, 
462, 2111, 1461, 661, 487, 691, 465, 
463, 2100, 1485, 652, 509, 679, 468, 
464, 2097, 1486, 666, 492, 691, 467, 
465, 2092, 1479, 667, 479, 701, 473, 
466, 2101, 1488, 646, 500, 700, 483, 
467, 2092, 1471, 685, 480, 657, 489, 
468, 2105, 1482, 700, 478, 652, 489, 
469, 2096, 1483, 645, 500, 706, 484, 
470, 2104, 1487, 657, 476, 690, 484, 
471, 2105, 1470, 692, 475, 653, 498, 
472, 2101, 1472, 635, 501, 693, 479, 
473, 2107, 1475, 670, 481, 674, 478, 
474, 2093, 1473, 691, 479, 675, 475, 
475, 2103, 1477, 685, 468, 667, 480, 
476, 2105, 1490, 664, 481, 687, 474, 
477, 2109, 1474, 659, 484, 705, 474, 
478, 2098, 1470, 669, 488, 698, 476, 
479, 2101, 1468, 657, 499, 678, 474, 
480, 2096, 1483, 676, 466, 667, 493, 
481, 2106, 1480, 646, 496, 690, 478, 
482, 2101, 1480, 664, 481, 686, 476, 
483, 2110, 1477, 706, 480, 655, 498, 
484, 2096, 1481, 653, 493, 689, 470, 
485, 2097, 1485, 674, 494, 701, 473, 
486, 2111, 1488, 697, 473, 650, 498, 
487, 2097, 1477, 706, 481, 665, 480, 
488, 2098, 1497, 681, 476, 690, 471, 
489, 2094, 1493, 699, 476, 645, 509, 
490, 2089, 1466, 683, 471, 658, 481, 
491, 2099, 1489, 674, 472, 645, 503, 
492, 2106, 1493, 641, 501, 690, 476, 
493, 2099, 1481, 643, 492, 708, 475, 
494, 2108, 1497, 702, 473, 663, 492, 
495, 2104, 1493, 684, 464, 646, 494, 
496, 2096, 1490, 665, 480, 675, 475, 
497, 2099, 1478, 693, 467, 655, 504, 
498, 2097, 1478, 661, 495, 686, 476, 
499, 2105, 1479, 646, 509, 682, 481, 
500, 2088, 1488, 707, 483, 665, 488, 
501, 2102, 1481, 696, 487, 659, 481, 
502, 2095, 1465, 686, 482, 651, 481, 
503, 2096, 1489, 687, 470, 658, 501, 
504, 2108, 1489, 653, 487, 701, 479, 
505, 2091, 1472, 682, 473, 704, 474, 
506, 2095, 1492, 642, 504, 684, 482, 
507, 2098, 1474, 707, 479, 656, 488, 
508, 2101, 1494, 687, 466, 656, 506, 
509, 2104, 1470, 668, 490, 698, 484, 
510, 2097, 1469, 649, 497, 689, 483, 
511, 2086, 1474, 652, 505, 688, 466, 
512, 2107, 1482, 697, 469, 666, 478, 
513, 2105, 1487, 705, 467, 667, 481, 
514, 2096, 1482, 683, 479, 669, 489, 
515, 2100, 1477, 662, 477, 687, 473, 
516, 2103, 1483, 684, 481, 664, 493, 
517, 2096, 1475, 695, 468, 682, 484, 
518, 2086, 1470, 683, 471, 673, 493, 
519, 2106, 1473, 657, 513, 679, 477, 
520, 2088, 1481, 664, 483, 711, 480, 
521, 2096, 1484, 682, 470, 663, 500, 
522, 2098, 1469, 690, 480, 658, 488, 
523, 2111, 1470, 672, 474, 650, 508, 
524, 2108, 1467, 668, 494, 690, 479, 
525, 2100, 1476, 664, 488, 691, 478, 
526, 2097, 1481, 697, 479, 655, 497, 
527, 2109, 1483, 712, 484, 671, 476, 
528, 2108, 1491, 700, 482, 670, 482, 
529, 2106, 1494, 679, 491, 690, 475, 
530, 2096, 1489, 694, 477, 654, 499, 
531, 2096, 1479, 686, 483, 648, 499, 
532, 2089, 1457, 646, 504, 679, 483, 
533, 2099, 1466, 665, 495, 701, 470, 
534, 2103, 1483, 666, 478, 691, 468, 
535, 2110, 1474, 656, 487, 694, 467, 
536, 2110, 1460, 663, 475, 708, 476, 
537, 2104, 1469, 692, 468, 675, 475, 
538, 2102, 1485, 663, 472, 685, 468, 
539, 2090, 1461, 678, 484, 707, 481, 
540, 2102, 1469, 675, 483, 688, 479, 
541, 2092, 1485, 684, 465, 664, 471, 
542, 2100, 1477, 701, 474, 656, 499, 
543, 2101, 1466, 702, 465, 648, 488, 
544, 2098, 1476, 697, 467, 680, 473, 
545, 2100, 1478, 662, 482, 704, 481, 
546, 2104, 1477, 667, 488, 695, 472, 
547, 2106, 1491, 658, 483, 703, 473, 
548, 2103, 1479, 684, 482, 646, 502, 
549, 2107, 1488, 708, 472, 667, 478, 
550, 2109, 1460, 690, 479, 666, 476, 
551, 2096, 1485, 653, 511, 675, 472, 
552, 2104, 1472, 690, 473, 640, 503, 
553, 2101, 1465, 682, 478, 658, 497, 
554, 2104, 1496, 674, 478, 652, 503, 
555, 2102, 1464, 664, 482, 696, 475, 
556, 2101, 1469, 688, 475, 638, 508, 
557, 2101, 1470, 661, 485, 685, 486, 
558, 2104, 1480, 651, 495, 677, 469, 
559, 2093, 1480, 647, 507, 687, 467, 
560, 2108, 1471, 658, 476, 692, 467, 
561, 2096, 1483, 659, 501, 700, 472, 
562, 2093, 1462, 686, 469, 637, 506, 
563, 2108, 1477, 681, 472, 655, 498, 
564, 2093, 1492, 703, 471, 645, 497, 
565, 2094, 1484, 658, 488, 703, 468, 
566, 2098, 1496, 681, 463, 643, 501, 
567, 2101, 1473, 648, 504, 678, 486, 
568, 2101, 1474, 637, 511, 677, 476, 
569, 2100, 1479, 668, 481, 668, 483, 
570, 2099, 1458, 664, 488, 702, 469, 
571, 2108, 1489, 700, 476, 655, 483, 
572, 2100, 1468, 670, 485, 708, 471, 
573, 2092, 1458, 672, 479, 703, 472, 
574, 2100, 1478, 703, 466, 676, 479, 
575, 2101, 1469, 696, 476, 666, 488, 
