nbElements: 200
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
39, 2100, 1483, 675, 475, 675, 475, 
40, 2100, 1469, 675, 475, 675, 475, 
41, 2100, 1479, 675, 475, 675, 475, 
42, 2100, 1484, 675, 475, 675, 475, 
43, 2100, 1483, 675, 475, 675, 475, 
44, 2100, 1489, 675, 475, 675, 475, 
45, 2100, 1479, 675, 475, 675, 475, 
46, 2100, 1476, 675, 475, 675, 475, 
47, 2100, 1473, 675, 475, 675, 475, 
48, 2100, 1502, 675, 475, 675, 475, 
49, 2100, 1491, 675, 475, 675, 475, 
50, 2100, 1501, 675, 475, 675, 475, 
51, 2100, 1473, 675, 475, 675, 475, 
52, 2100, 1491, 675, 475, 675, 475, 
53, 2100, 1473, 675, 475, 675, 475, 
54, 2100, 1485, 675, 475, 675, 475, 
55, 2100, 1472, 675, 475, 675, 475, 
56, 2100, 1483, 675, 475, 675, 475, 
57, 2100, 1486, 675, 475, 675, 475, 
58, 2100, 1494, 675, 475, 675, 475, 
59, 2100, 1492, 675, 475, 675, 475, 
60, 2100, 1495, 675, 475, 675, 475, 
61, 2100, 1500, 675, 475, 675, 475, 
62, 2100, 1497, 675, 475, 675, 475, 
63, 2100, 1487, 675, 475, 675, 475, 
64, 2100, 1491, 675, 475, 675, 475, 
65, 2100, 1504, 675, 475, 675, 475, 
66, 2100, 1488, 675, 475, 675, 475, 
67, 2100, 1480, 675, 475, 675, 475, 
68, 2100, 1480, 675, 475, 675, 475, 
69, 2100, 1484, 675, 475, 675, 475, 
70, 2100, 1500, 675, 475, 675, 475, 
71, 2100, 1474, 675, 475, 675, 475, 
72, 2100, 1476, 675, 475, 675, 475, 
73, 2100, 1486, 675, 475, 675, 475, 
74, 2100, 1486, 675, 475, 675, 475, 
75, 2100, 1478, 675, 475, 675, 475, 
76, 2100, 1476, 675, 475, 675, 475, 
77, 2100, 1489, 675, 475, 675, 475, 
78, 2100, 1490, 675, 475, 675, 475, 
79, 2100, 1501, 675, 475, 675, 475, 
80, 2100, 1489, 675, 475, 675, 475, 
81, 2100, 1490, 675, 475, 675, 475, 
82, 2100, 1493, 675, 475, 675, 475, 
83, 2100, 1490, 675, 475, 675, 475, 
84, 2100, 1478, 675, 475, 675, 475, 
85, 2100, 1490, 675, 475, 675, 475, 
86, 2100, 1499, 675, 475, 675, 475, 
87, 2100, 1489, 675, 475, 675, 475, 
88, 2100, 1479, 675, 475, 675, 475, 
89, 2100, 1482, 675, 475, 675, 475, 
90, 2100, 1495, 675, 475, 675, 475, 
91, 2100, 1485, 675, 475, 675, 475, 
92, 2100, 1489, 675, 475, 675, 475, 
93, 2100, 1487, 675, 475, 675, 475, 
94, 2100, 1493, 675, 475, 675, 475, 
95, 2100, 1479, 675, 475, 675, 475, 
96, 2100, 1483, 675, 475, 675, 475, 
97, 2100, 1490, 675, 475, 675, 475, 
98, 2100, 1491, 675, 475, 675, 475, 
99, 2100, 1489, 675, 475, 675, 475, 
100, 2100, 1489, 675, 475, 675, 475, 
101, 2100, 1495, 675, 475, 675, 475, 
102, 2100, 1502, 675, 475, 675, 475, 
103, 2100, 1469, 675, 475, 675, 475, 
104, 2100, 1507, 675, 475, 675, 475, 
105, 2100, 1484, 675, 475, 675, 475, 
106, 2100, 1501, 675, 475, 675, 475, 
107, 2100, 1476, 675, 475, 675, 475, 
108, 2100, 1490, 675, 475, 675, 475, 
109, 2100, 1483, 675, 475, 675, 475, 
110, 2100, 1477, 675, 475, 675, 475, 
111, 2100, 1479, 675, 475, 675, 475, 
112, 2100, 1471, 675, 475, 675, 475, 
113, 2100, 1496, 675, 475, 675, 475, 
114, 2100, 1491, 675, 475, 675, 475, 
115, 2100, 1489, 675, 475, 675, 475, 
116, 2100, 1498, 675, 475, 675, 475, 
117, 2100, 1481, 675, 475, 675, 475, 
118, 2100, 1492, 675, 475, 675, 475, 
119, 2100, 1477, 675, 475, 675, 475, 
120, 2100, 1476, 675, 475, 675, 475, 
121, 2100, 1485, 675, 475, 675, 475, 
122, 2100, 1484, 675, 475, 675, 475, 
123, 2100, 1490, 675, 475, 675, 475, 
124, 2100, 1487, 675, 475, 675, 475, 
125, 2100, 1505, 675, 475, 675, 475, 
126, 2100, 1501, 675, 475, 675, 475, 
127, 2100, 1496, 675, 475, 675, 475, 
128, 2100, 1485, 675, 475, 675, 475, 
129, 2100, 1487, 675, 475, 675, 475, 
130, 2100, 1488, 675, 475, 675, 475, 
131, 2100, 1489, 675, 475, 675, 475, 
132, 2100, 1475, 675, 475, 675, 475, 
133, 2100, 1478, 675, 475, 675, 475, 
134, 2100, 1503, 675, 475, 675, 475, 
135, 2100, 1498, 675, 475, 675, 475, 
136, 2100, 1479, 675, 475, 675, 475, 
137, 2100, 1490, 675, 475, 675, 475, 
138, 2100, 1473, 675, 475, 675, 475, 
139, 2100, 1493, 675, 475, 675, 475, 
140, 2100, 1475, 675, 475, 675, 475, 
141, 2100, 1486, 675, 475, 675, 475, 
142, 2100, 1487, 675, 475, 675, 475, 
143, 2100, 1492, 675, 475, 675, 475, 
144, 2100, 1486, 675, 475, 675, 475, 
145, 2100, 1488, 675, 475, 675, 475, 
146, 2100, 1481, 675, 475, 675, 475, 
147, 2100, 1489, 675, 475, 675, 475, 
148, 2100, 1491, 675, 475, 675, 475, 
149, 2100, 1486, 675, 475, 675, 475, 
150, 2100, 1477, 675, 475, 675, 475, 
151, 2100, 1485, 675, 475, 675, 475, 
152, 2100, 1497, 675, 475, 675, 475, 
153, 2100, 1472, 675, 475, 675, 475, 
154, 2100, 1477, 675, 475, 675, 475, 
155, 2100, 1498, 675, 475, 675, 475, 
156, 2100, 1482, 675, 475, 675, 475, 
157, 2100, 1468, 675, 475, 675, 475, 
158, 2100, 1504, 675, 475, 675, 475, 
159, 2100, 1506, 675, 475, 675, 475, 
160, 2100, 1490, 675, 475, 675, 475, 
161, 2100, 1473, 675, 475, 675, 475, 
162, 2100, 1496, 675, 475, 675, 475, 
163, 2100, 1474, 675, 475, 675, 475, 
164, 2100, 1484, 675, 475, 675, 475, 
165, 2100, 1479, 675, 475, 675, 475, 
166, 2100, 1502, 675, 475, 675, 475, 
167, 2100, 1493, 675, 475, 675, 475, 
168, 2100, 1496, 675, 475, 675, 475, 
169, 2100, 1495, 675, 475, 675, 475, 
170, 2100, 1483, 675, 475, 675, 475, 
171, 2100, 1482, 675, 475, 675, 475, 
172, 2100, 1487, 675, 475, 675, 475, 
173, 2100, 1478, 675, 475, 675, 475, 
174, 2100, 1470, 675, 475, 675, 475, 
175, 2100, 1493, 675, 475, 675, 475, 
176, 2100, 1497, 675, 475, 675, 475, 
177, 2100, 1483, 675, 475, 675, 475, 
178, 2100, 1493, 675, 475, 675, 475, 
179, 2100, 1473, 675, 475, 675, 475, 
180, 2100, 1493, 675, 475, 675, 475, 
181, 2100, 1485, 675, 475, 675, 475, 
182, 2100, 1483, 675, 475, 675, 475, 
183, 2100, 1477, 675, 475, 675, 475, 
184, 2100, 1475, 675, 475, 675, 475, 
185, 2100, 1479, 675, 475, 675, 475, 
186, 2100, 1488, 675, 475, 675, 475, 
187, 2100, 1492, 675, 475, 675, 475, 
188, 2100, 1494, 675, 475, 675, 475, 
189, 2100, 1494, 675, 475, 675, 475, 
190, 2100, 1488, 675, 475, 675, 475, 
191, 2100, 1499, 675, 475, 675, 475, 
192, 2100, 1487, 675, 475, 675, 475, 
193, 2100, 1488, 675, 475, 675, 475, 
194, 2100, 1479, 675, 475, 675, 475, 
195, 2100, 1479, 675, 475, 675, 475, 
196, 2100, 1489, 675, 475, 675, 475, 
197, 2100, 1502, 675, 475, 675, 475, 
198, 2100, 1483, 675, 475, 675, 475, 
199, 2100, 1489, 675, 475, 675, 475, 
