nbElements: 2153
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
112, 2102, 471, 679, 732, 
113, 2103, 480, 667, 748, 
114, 2101, 484, 682, 732, 
115, 2107, 484, 678, 746, 
116, 2102, 466, 668, 732, 
117, 2093, 481, 666, 750, 
118, 2109, 467, 678, 749, 
119, 2092, 472, 668, 747, 
120, 2102, 483, 680, 738, 
121, 2100, 465, 682, 740, 
122, 2090, 473, 681, 741, 
123, 2091, 475, 674, 732, 
124, 2101, 468, 675, 734, 
125, 2095, 469, 675, 747, 
126, 2099, 477, 667, 742, 
127, 2095, 465, 679, 746, 
128, 2098, 478, 668, 740, 
129, 2095, 467, 676, 738, 
130, 2097, 482, 672, 748, 
131, 2092, 470, 684, 732, 
132, 2107, 484, 673, 738, 
133, 2091, 466, 672, 740, 
134, 2101, 469, 678, 730, 
135, 2094, 481, 672, 745, 
136, 2105, 477, 681, 738, 
137, 2101, 481, 672, 735, 
138, 2090, 485, 666, 748, 
139, 2107, 466, 672, 745, 
140, 2105, 485, 665, 737, 
141, 2101, 477, 683, 740, 
142, 2109, 466, 681, 747, 
143, 2105, 483, 669, 747, 
144, 2107, 474, 678, 750, 
145, 2108, 466, 676, 744, 
146, 2106, 481, 684, 734, 
147, 2098, 484, 667, 750, 
148, 2110, 471, 668, 730, 
149, 2104, 466, 683, 738, 
150, 2091, 475, 684, 750, 
151, 2101, 466, 683, 746, 
152, 2095, 467, 673, 730, 
153, 2097, 472, 685, 733, 
154, 2107, 480, 670, 738, 
155, 2091, 476, 678, 743, 
156, 2094, 481, 683, 745, 
157, 2100, 474, 666, 731, 
158, 2110, 478, 673, 739, 
159, 2105, 470, 671, 746, 
160, 2106, 466, 667, 739, 
161, 2107, 482, 671, 749, 
162, 2101, 469, 685, 738, 
163, 2096, 475, 666, 735, 
164, 2099, 467, 677, 737, 
165, 2098, 478, 680, 740, 
166, 2110, 466, 668, 741, 
167, 2090, 473, 683, 750, 
168, 2106, 484, 670, 740, 
169, 2109, 475, 682, 730, 
170, 2102, 485, 668, 739, 
171, 2106, 473, 678, 735, 
172, 2110, 482, 681, 733, 
173, 2103, 473, 666, 734, 
174, 2094, 477, 676, 734, 
175, 2099, 470, 673, 742, 
176, 2107, 480, 666, 747, 
177, 2107, 470, 684, 740, 
178, 2100, 474, 676, 736, 
179, 2105, 483, 684, 735, 
180, 2095, 475, 671, 741, 
181, 2093, 484, 671, 745, 
182, 2096, 466, 671, 739, 
183, 2101, 481, 679, 746, 
184, 2090, 473, 672, 748, 
185, 2094, 467, 683, 746, 
186, 2091, 465, 681, 746, 
187, 2094, 485, 685, 740, 
188, 2108, 484, 683, 750, 
189, 2098, 478, 665, 731, 
190, 2090, 471, 674, 735, 
191, 2101, 465, 673, 742, 
192, 2095, 480, 670, 749, 
193, 2107, 485, 681, 744, 
194, 2095, 468, 675, 749, 
195, 2096, 473, 674, 743, 
196, 2107, 484, 678, 743, 
197, 2109, 467, 667, 736, 
198, 2099, 478, 669, 736, 
199, 2103, 470, 665, 735, 
200, 2094, 470, 675, 748, 
201, 2104, 470, 665, 749, 
202, 2099, 484, 671, 740, 
203, 2091, 485, 673, 731, 
204, 2102, 482, 672, 740, 
205, 2096, 466, 680, 748, 
206, 2105, 476, 684, 738, 
207, 2108, 483, 670, 750, 
208, 2095, 471, 685, 734, 
209, 2101, 474, 677, 738, 
210, 2109, 479, 673, 738, 
211, 2106, 477, 685, 745, 
212, 2109, 475, 676, 744, 
213, 2097, 475, 678, 730, 
214, 2094, 477, 685, 738, 
215, 2106, 467, 683, 744, 
216, 2110, 465, 681, 746, 
217, 2092, 472, 673, 738, 
218, 2091, 476, 685, 733, 
219, 2101, 477, 681, 750, 
220, 2095, 482, 685, 746, 
221, 2095, 476, 673, 748, 
222, 2094, 482, 672, 740, 
223, 2093, 485, 685, 745, 
224, 2091, 476, 683, 742, 
225, 2104, 468, 677, 745, 
226, 2097, 483, 669, 748, 
227, 2096, 477, 679, 743, 
228, 2102, 466, 665, 734, 
229, 2104, 473, 680, 735, 
230, 2091, 477, 680, 730, 
231, 2102, 477, 672, 745, 
232, 2094, 475, 685, 745, 
233, 2092, 465, 682, 744, 
234, 2102, 478, 667, 741, 
235, 2096, 479, 673, 736, 
236, 2110, 474, 665, 746, 
237, 2093, 466, 681, 733, 
238, 2110, 468, 670, 731, 
239, 2106, 476, 684, 730, 
240, 2110, 482, 684, 738, 
241, 2099, 472, 668, 749, 
242, 2108, 484, 671, 740, 
243, 2108, 468, 669, 732, 
244, 2090, 476, 683, 736, 
245, 2094, 483, 668, 747, 
246, 2103, 465, 683, 737, 
247, 2096, 473, 669, 737, 
248, 2095, 481, 678, 749, 
249, 2107, 473, 680, 731, 
250, 2097, 480, 676, 742, 
251, 2103, 481, 669, 745, 
252, 2101, 480, 670, 734, 
253, 2103, 476, 671, 744, 
254, 2090, 469, 675, 746, 
255, 2098, 471, 677, 730, 
256, 2090, 485, 682, 737, 
257, 2106, 482, 677, 730, 
258, 2102, 480, 680, 742, 
259, 2108, 481, 668, 740, 
260, 2103, 485, 684, 731, 
261, 2103, 481, 674, 735, 
262, 2090, 479, 678, 736, 
263, 2095, 467, 665, 735, 
264, 2092, 479, 684, 743, 
265, 2110, 470, 672, 743, 
266, 2091, 465, 675, 750, 
267, 2108, 482, 668, 742, 
268, 2109, 483, 666, 735, 
269, 2093, 469, 673, 739, 
270, 2099, 484, 672, 738, 
271, 2103, 477, 682, 741, 
272, 2095, 477, 673, 747, 
273, 2109, 485, 680, 741, 
274, 2104, 472, 673, 743, 
275, 2109, 480, 678, 742, 
276, 2110, 483, 681, 733, 
277, 2095, 477, 671, 748, 
278, 2095, 476, 682, 741, 
279, 2091, 481, 671, 741, 
280, 2097, 481, 684, 732, 
281, 2108, 474, 666, 732, 
282, 2110, 470, 672, 747, 
283, 2096, 468, 684, 737, 
284, 2101, 477, 682, 747, 
285, 2104, 465, 672, 736, 
286, 2106, 484, 673, 742, 
287, 2096, 465, 681, 740, 
288, 2103, 476, 675, 734, 
289, 2100, 472, 673, 742, 
290, 2106, 472, 676, 735, 
291, 2107, 466, 666, 745, 
292, 2093, 484, 670, 738, 
293, 2108, 485, 673, 740, 
294, 2106, 478, 678, 746, 
295, 2092, 475, 681, 744, 
296, 2101, 465, 668, 735, 
297, 2109, 484, 682, 750, 
298, 2101, 479, 679, 741, 
299, 2107, 469, 680, 735, 
300, 2095, 474, 679, 749, 
301, 2100, 482, 665, 746, 
302, 2093, 470, 681, 741, 
303, 2091, 476, 679, 750, 
304, 2101, 480, 680, 740, 
305, 2092, 469, 678, 741, 
306, 2093, 466, 683, 735, 
307, 2107, 484, 677, 747, 
308, 2109, 479, 671, 739, 
309, 2109, 472, 671, 730, 
310, 2106, 478, 666, 730, 
311, 2091, 476, 672, 749, 
312, 2100, 478, 674, 741, 
313, 2107, 467, 680, 732, 
314, 2093, 465, 673, 733, 
315, 2102, 466, 679, 743, 
316, 2102, 483, 680, 736, 
317, 2102, 469, 666, 747, 
318, 2108, 469, 665, 738, 
319, 2109, 479, 675, 742, 
320, 2106, 475, 676, 744, 
321, 2103, 485, 673, 750, 
322, 2107, 474, 675, 744, 
323, 2102, 478, 665, 730, 
324, 2099, 474, 670, 731, 
325, 2094, 473, 682, 744, 
326, 2102, 469, 675, 730, 
327, 2094, 483, 679, 734, 
328, 2093, 477, 682, 743, 
329, 2099, 469, 670, 746, 
330, 2099, 476, 670, 747, 
331, 2092, 483, 668, 746, 
332, 2090, 478, 675, 748, 
333, 2101, 482, 675, 740, 
334, 2094, 481, 681, 737, 
335, 2104, 465, 665, 740, 
336, 2093, 475, 680, 735, 
337, 2101, 473, 673, 735, 
338, 2101, 469, 683, 734, 
339, 2102, 470, 671, 740, 
340, 2104, 476, 679, 735, 
341, 2105, 478, 674, 748, 
342, 2104, 467, 667, 741, 
343, 2092, 467, 679, 732, 
344, 2099, 480, 673, 747, 
345, 2098, 472, 669, 741, 
346, 2110, 473, 668, 740, 
347, 2100, 478, 683, 750, 
348, 2098, 478, 680, 744, 
349, 2103, 475, 673, 747, 
350, 2092, 482, 672, 750, 
351, 2093, 482, 673, 744, 
352, 2096, 480, 682, 742, 
353, 2100, 478, 666, 742, 
354, 2093, 478, 677, 746, 
355, 2099, 485, 667, 742, 
356, 2091, 483, 668, 730, 
357, 2106, 472, 676, 731, 
358, 2103, 468, 675, 738, 
359, 2107, 484, 684, 743, 
360, 2094, 465, 671, 746, 
361, 2100, 481, 677, 745, 
362, 2091, 469, 684, 750, 
363, 2097, 471, 679, 746, 
364, 2097, 480, 669, 732, 
365, 2106, 468, 680, 735, 
366, 2106, 480, 676, 747, 
367, 2104, 485, 681, 741, 
368, 2101, 468, 666, 750, 
369, 2090, 472, 679, 745, 
370, 2097, 468, 674, 750, 
371, 2091, 476, 681, 738, 
372, 2107, 482, 673, 750, 
373, 2108, 481, 671, 745, 
374, 2098, 484, 675, 738, 
375, 2104, 468, 678, 744, 
376, 2103, 485, 682, 748, 
377, 2090, 467, 684, 739, 
378, 2107, 476, 666, 746, 
379, 2101, 475, 676, 735, 
380, 2109, 483, 678, 736, 
381, 2110, 484, 680, 732, 
382, 2108, 483, 677, 741, 
383, 2099, 476, 676, 750, 
384, 2094, 485, 668, 741, 
385, 2107, 485, 675, 748, 
386, 2108, 471, 683, 740, 
387, 2097, 473, 679, 738, 
388, 2102, 482, 677, 735, 
389, 2100, 477, 682, 744, 
390, 2101, 472, 682, 742, 
391, 2109, 477, 681, 740, 
392, 2091, 481, 677, 738, 
393, 2093, 472, 683, 750, 
394, 2104, 469, 669, 731, 
395, 2099, 483, 665, 747, 
396, 2097, 473, 673, 746, 
397, 2090, 484, 682, 742, 
398, 2102, 473, 666, 743, 
399, 2098, 476, 668, 740, 
400, 2095, 482, 668, 745, 
401, 2095, 484, 676, 746, 
402, 2108, 483, 677, 737, 
403, 2092, 465, 680, 733, 
404, 2095, 466, 679, 737, 
405, 2109, 468, 676, 741, 
406, 2095, 477, 667, 746, 
407, 2101, 471, 676, 749, 
408, 2105, 465, 671, 742, 
409, 2099, 473, 681, 732, 
410, 2097, 478, 675, 736, 
411, 2102, 474, 675, 736, 
412, 2109, 468, 674, 748, 
413, 2110, 482, 665, 741, 
414, 2101, 473, 672, 746, 
415, 2098, 471, 666, 748, 
416, 2100, 469, 678, 750, 
417, 2105, 472, 674, 748, 
418, 2105, 483, 674, 747, 
419, 2090, 466, 680, 741, 
420, 2090, 481, 671, 731, 
421, 2091, 469, 680, 734, 
422, 2102, 476, 669, 738, 
423, 2106, 467, 679, 744, 
424, 2110, 466, 668, 736, 
425, 2108, 472, 680, 748, 
426, 2100, 471, 671, 730, 
427, 2090, 485, 684, 734, 
428, 2097, 474, 683, 733, 
429, 2110, 485, 665, 748, 
430, 2102, 469, 678, 743, 
431, 2098, 474, 675, 742, 
432, 2097, 466, 668, 743, 
433, 2091, 474, 667, 736, 
434, 2102, 483, 682, 740, 
435, 2106, 475, 676, 735, 
436, 2095, 466, 672, 736, 
437, 2093, 467, 677, 745, 
438, 2094, 468, 674, 749, 
439, 2100, 485, 673, 740, 
440, 2100, 482, 669, 741, 
441, 2105, 465, 677, 732, 
442, 2105, 485, 672, 731, 
443, 2108, 480, 666, 740, 
444, 2107, 465, 669, 732, 
445, 2107, 478, 674, 746, 
446, 2095, 479, 675, 750, 
447, 2103, 473, 665, 733, 
448, 2108, 467, 667, 740, 
449, 2095, 476, 668, 732, 
450, 2095, 485, 667, 749, 
451, 2102, 468, 674, 740, 
452, 2090, 482, 668, 748, 
453, 2101, 482, 665, 741, 
454, 2092, 478, 669, 746, 
455, 2101, 474, 672, 744, 
456, 2110, 467, 679, 734, 
457, 2104, 473, 668, 748, 
458, 2096, 476, 672, 745, 
459, 2097, 475, 671, 734, 
460, 2093, 470, 680, 739, 
461, 2091, 471, 668, 730, 
462, 2101, 476, 677, 744, 
463, 2100, 484, 683, 745, 
464, 2104, 478, 670, 736, 
465, 2104, 477, 685, 737, 
466, 2104, 467, 670, 739, 
467, 2105, 472, 673, 743, 
468, 2090, 476, 679, 742, 
469, 2106, 467, 670, 748, 
470, 2105, 479, 673, 733, 
471, 2098, 478, 666, 734, 
472, 2092, 472, 684, 735, 
473, 2090, 473, 672, 743, 
474, 2096, 475, 675, 734, 
475, 2110, 468, 665, 746, 
476, 2095, 470, 673, 739, 
477, 2106, 468, 676, 744, 
478, 2104, 477, 673, 733, 
479, 2107, 479, 671, 736, 
480, 2093, 475, 667, 739, 
481, 2095, 467, 680, 742, 
482, 2107, 473, 685, 742, 
483, 2106, 485, 678, 749, 
484, 2109, 478, 685, 743, 
485, 2107, 470, 672, 739, 
486, 2105, 476, 681, 745, 
487, 2104, 477, 672, 738, 
488, 2101, 482, 675, 745, 
489, 2093, 480, 673, 737, 
490, 2106, 469, 683, 745, 
491, 2110, 468, 683, 736, 
492, 2090, 473, 671, 746, 
493, 2092, 475, 670, 745, 
494, 2094, 481, 670, 749, 
495, 2109, 476, 669, 734, 
496, 2094, 467, 679, 740, 
497, 2109, 466, 681, 743, 
498, 2101, 477, 666, 745, 
499, 2092, 484, 675, 738, 
500, 2092, 465, 681, 750, 
501, 2099, 471, 678, 734, 
502, 2093, 482, 677, 743, 
503, 2105, 472, 676, 733, 
504, 2095, 475, 684, 744, 
505, 2098, 465, 668, 739, 
506, 2109, 465, 668, 735, 
507, 2103, 476, 665, 746, 
508, 2103, 484, 677, 742, 
509, 2105, 482, 679, 733, 
510, 2096, 484, 675, 750, 
511, 2099, 475, 684, 731, 
512, 2095, 476, 678, 750, 
513, 2105, 477, 669, 742, 
514, 2103, 465, 673, 740, 
515, 2099, 477, 675, 730, 
516, 2106, 473, 679, 746, 
517, 2108, 483, 675, 748, 
518, 2091, 483, 683, 730, 
519, 2106, 467, 674, 744, 
520, 2106, 469, 680, 731, 
521, 2098, 472, 666, 731, 
522, 2109, 482, 677, 739, 
523, 2109, 484, 667, 744, 
524, 2099, 485, 681, 734, 
525, 2104, 479, 682, 740, 
526, 2100, 470, 685, 735, 
527, 2104, 479, 683, 741, 
528, 2102, 480, 669, 743, 
529, 2090, 468, 683, 740, 
530, 2094, 468, 665, 740, 
531, 2099, 466, 678, 750, 
532, 2094, 467, 684, 743, 
533, 2090, 474, 669, 743, 
534, 2095, 474, 684, 744, 
535, 2095, 475, 668, 750, 
536, 2093, 477, 679, 748, 
537, 2098, 471, 674, 736, 
538, 2093, 480, 675, 748, 
539, 2107, 481, 673, 747, 
540, 2093, 483, 665, 749, 
541, 2105, 472, 683, 738, 
542, 2090, 480, 671, 734, 
543, 2090, 480, 678, 735, 
544, 2101, 470, 674, 748, 
545, 2108, 470, 674, 741, 
546, 2108, 473, 669, 744, 
547, 2092, 466, 674, 737, 
548, 2098, 468, 666, 731, 
549, 2096, 465, 670, 745, 
550, 2098, 480, 675, 737, 
551, 2097, 467, 670, 730, 
552, 2104, 483, 671, 740, 
553, 2109, 474, 673, 741, 
554, 2106, 475, 673, 745, 
555, 2092, 466, 674, 742, 
556, 2105, 466, 678, 747, 
557, 2104, 472, 685, 748, 
558, 2090, 478, 667, 740, 
559, 2103, 466, 671, 733, 
560, 2092, 472, 674, 745, 
561, 2094, 466, 665, 736, 
562, 2095, 483, 683, 732, 
563, 2097, 471, 681, 743, 
564, 2093, 475, 681, 742, 
565, 2092, 469, 681, 734, 
566, 2109, 477, 683, 741, 
567, 2107, 482, 676, 730, 
568, 2093, 485, 672, 739, 
569, 2092, 477, 673, 745, 
570, 2094, 470, 666, 739, 
571, 2098, 479, 682, 742, 
572, 2096, 482, 666, 735, 
573, 2099, 485, 666, 743, 
574, 2099, 484, 675, 733, 
575, 2094, 468, 673, 740, 
576, 2104, 471, 678, 745, 
577, 2096, 473, 667, 730, 
578, 2105, 476, 685, 730, 
579, 2099, 479, 666, 747, 
580, 2101, 467, 671, 732, 
581, 2099, 477, 671, 730, 
582, 2099, 481, 684, 730, 
583, 2102, 476, 684, 745, 
584, 2096, 465, 685, 739, 
585, 2103, 467, 677, 747, 
586, 2097, 484, 679, 745, 
587, 2106, 471, 671, 740, 
588, 2098, 475, 679, 743, 
589, 2105, 481, 675, 744, 
590, 2100, 484, 677, 735, 
591, 2094, 472, 676, 734, 
592, 2096, 481, 665, 749, 
593, 2098, 478, 676, 748, 
594, 2103, 470, 670, 743, 
595, 2097, 476, 668, 746, 
596, 2097, 482, 681, 746, 
597, 2097, 477, 675, 750, 
598, 2093, 481, 679, 730, 
599, 2101, 480, 675, 735, 
600, 2097, 469, 669, 743, 
601, 2102, 478, 677, 733, 
602, 2090, 466, 665, 738, 
603, 2102, 471, 682, 744, 
604, 2103, 472, 666, 746, 
605, 2091, 473, 679, 738, 
606, 2096, 478, 678, 743, 
607, 2096, 485, 677, 731, 
608, 2093, 469, 670, 748, 
609, 2100, 480, 685, 730, 
610, 2094, 471, 678, 748, 
611, 2104, 477, 666, 749, 
612, 2107, 468, 668, 732, 
613, 2105, 485, 681, 733, 
614, 2100, 479, 682, 734, 
615, 2097, 481, 671, 731, 
616, 2098, 471, 682, 734, 
617, 2105, 470, 676, 734, 
618, 2091, 470, 683, 736, 
619, 2104, 466, 680, 734, 
620, 2092, 471, 667, 748, 
621, 2092, 479, 684, 740, 
622, 2110, 476, 665, 742, 
623, 2109, 474, 671, 737, 
624, 2097, 479, 685, 735, 
625, 2095, 467, 669, 731, 
626, 2096, 485, 678, 749, 
627, 2105, 476, 668, 744, 
628, 2108, 484, 675, 748, 
629, 2102, 482, 675, 742, 
630, 2110, 470, 669, 743, 
631, 2098, 467, 682, 747, 
632, 2106, 478, 685, 750, 
633, 2096, 466, 672, 746, 
634, 2100, 481, 668, 750, 
635, 2108, 472, 674, 732, 
636, 2109, 483, 671, 737, 
637, 2100, 465, 666, 749, 
638, 2105, 472, 679, 732, 
639, 2100, 475, 665, 739, 
640, 2094, 472, 681, 740, 
641, 2097, 481, 674, 732, 
642, 2092, 484, 676, 731, 
643, 2099, 482, 666, 732, 
644, 2094, 480, 677, 742, 
645, 2094, 478, 673, 740, 
646, 2099, 479, 683, 739, 
647, 2097, 483, 685, 736, 
648, 2097, 483, 681, 737, 
649, 2105, 476, 685, 749, 
650, 2108, 473, 676, 732, 
651, 2110, 473, 676, 742, 
652, 2101, 484, 679, 746, 
653, 2103, 485, 680, 744, 
654, 2110, 478, 667, 734, 
655, 2105, 470, 669, 750, 
656, 2090, 475, 679, 743, 
657, 2100, 465, 675, 741, 
658, 2106, 482, 670, 744, 
659, 2104, 469, 679, 733, 
660, 2108, 465, 682, 749, 
661, 2107, 466, 669, 742, 
662, 2096, 476, 667, 739, 
663, 2106, 470, 684, 736, 
664, 2100, 479, 674, 735, 
665, 2096, 479, 674, 742, 
666, 2090, 474, 667, 734, 
667, 2104, 470, 672, 737, 
668, 2093, 478, 675, 737, 
669, 2108, 468, 673, 744, 
670, 2090, 470, 666, 747, 
671, 2095, 476, 676, 745, 
672, 2090, 469, 675, 739, 
673, 2097, 480, 667, 738, 
674, 2093, 465, 677, 736, 
675, 2095, 476, 678, 749, 
676, 2104, 472, 684, 742, 
677, 2090, 475, 666, 744, 
678, 2107, 466, 672, 743, 
679, 2103, 468, 682, 744, 
680, 2094, 482, 685, 740, 
681, 2101, 485, 669, 748, 
682, 2091, 481, 681, 736, 
683, 2104, 481, 674, 746, 
684, 2105, 478, 665, 747, 
685, 2107, 485, 678, 733, 
686, 2107, 470, 680, 749, 
687, 2097, 482, 675, 743, 
688, 2095, 470, 684, 741, 
689, 2099, 467, 671, 733, 
690, 2095, 484, 673, 738, 
691, 2107, 471, 676, 743, 
692, 2095, 481, 683, 739, 
693, 2109, 468, 674, 730, 
694, 2093, 484, 674, 734, 
695, 2105, 478, 670, 742, 
696, 2093, 471, 674, 742, 
697, 2098, 469, 665, 736, 
698, 2090, 478, 668, 742, 
699, 2095, 480, 685, 735, 
700, 2105, 471, 677, 747, 
701, 2101, 470, 676, 745, 
702, 2090, 479, 677, 740, 
703, 2109, 470, 682, 741, 
704, 2106, 480, 674, 732, 
705, 2104, 478, 672, 731, 
706, 2096, 465, 681, 741, 
707, 2108, 483, 680, 741, 
708, 2104, 477, 685, 744, 
709, 2099, 476, 681, 732, 
710, 2092, 473, 674, 743, 
711, 2092, 474, 670, 736, 
712, 2105, 465, 665, 744, 
713, 2095, 485, 677, 743, 
714, 2101, 468, 669, 745, 
715, 2094, 483, 671, 750, 
716, 2092, 478, 674, 735, 
717, 2107, 479, 678, 737, 
718, 2096, 478, 683, 730, 
719, 2104, 480, 675, 730, 
720, 2108, 474, 683, 730, 
721, 2098, 466, 682, 731, 
722, 2109, 468, 673, 737, 
723, 2097, 472, 685, 735, 
724, 2099, 466, 685, 740, 
725, 2098, 478, 672, 741, 
726, 2095, 485, 673, 731, 
727, 2108, 471, 676, 736, 
728, 2102, 467, 666, 750, 
729, 2091, 466, 672, 734, 
730, 2099, 474, 681, 749, 
731, 2105, 468, 674, 730, 
732, 2105, 478, 678, 736, 
733, 2110, 480, 683, 747, 
734, 2099, 479, 685, 741, 
735, 2110, 480, 674, 741, 
736, 2099, 483, 682, 748, 
737, 2102, 483, 672, 747, 
738, 2104, 473, 670, 739, 
739, 2102, 479, 681, 739, 
740, 2102, 480, 673, 734, 
741, 2106, 485, 670, 749, 
742, 2102, 477, 682, 749, 
743, 2101, 470, 685, 748, 
744, 2106, 479, 666, 731, 
745, 2104, 485, 680, 730, 
746, 2110, 480, 671, 739, 
747, 2105, 482, 673, 749, 
748, 2101, 479, 669, 734, 
749, 2093, 471, 670, 731, 
750, 2109, 481, 675, 738, 
751, 2103, 485, 674, 739, 
752, 2101, 485, 685, 747, 
753, 2102, 472, 677, 749, 
754, 2093, 485, 682, 745, 
755, 2104, 479, 683, 736, 
756, 2099, 478, 680, 745, 
757, 2099, 475, 671, 731, 
758, 2108, 473, 678, 742, 
759, 2108, 476, 678, 741, 
760, 2094, 479, 670, 733, 
761, 2097, 475, 669, 733, 
762, 2100, 473, 682, 750, 
763, 2108, 481, 683, 746, 
764, 2109, 467, 670, 730, 
765, 2100, 465, 683, 744, 
766, 2107, 482, 672, 748, 
767, 2097, 474, 667, 732, 
768, 2094, 477, 665, 737, 
769, 2105, 473, 672, 737, 
770, 2098, 484, 684, 747, 
771, 2098, 465, 676, 749, 
772, 2107, 465, 672, 735, 
773, 2099, 470, 684, 741, 
774, 2103, 477, 685, 750, 
775, 2096, 472, 674, 750, 
776, 2090, 471, 677, 749, 
777, 2104, 484, 680, 737, 
778, 2110, 482, 684, 740, 
779, 2101, 465, 671, 745, 
780, 2093, 472, 683, 738, 
781, 2109, 472, 675, 734, 
782, 2104, 470, 666, 731, 
783, 2092, 478, 670, 747, 
784, 2102, 471, 672, 733, 
785, 2095, 465, 685, 735, 
786, 2110, 467, 675, 732, 
787, 2093, 474, 668, 730, 
788, 2095, 482, 672, 737, 
789, 2096, 482, 670, 735, 
790, 2093, 471, 677, 742, 
791, 2098, 481, 673, 738, 
792, 2099, 471, 671, 734, 
793, 2107, 467, 681, 738, 
794, 2108, 472, 683, 738, 
795, 2101, 474, 671, 745, 
796, 2104, 483, 684, 749, 
797, 2090, 471, 682, 742, 
798, 2108, 471, 670, 745, 
799, 2096, 480, 667, 746, 
800, 2100, 467, 682, 737, 
801, 2107, 480, 676, 740, 
802, 2107, 482, 667, 747, 
803, 2091, 477, 672, 734, 
804, 2096, 480, 665, 745, 
805, 2096, 485, 685, 748, 
806, 2098, 479, 684, 750, 
807, 2103, 466, 676, 736, 
808, 2104, 478, 675, 733, 
809, 2101, 466, 684, 750, 
810, 2097, 471, 683, 750, 
811, 2108, 468, 672, 731, 
812, 2102, 481, 668, 731, 
813, 2107, 479, 681, 748, 
814, 2101, 468, 669, 732, 
815, 2096, 474, 666, 734, 
816, 2092, 471, 677, 734, 
817, 2101, 468, 683, 730, 
