nbElements: 2153
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
299, 2111, 1476, 660, 499, 673, 472, 
300, 2110, 1486, 666, 485, 696, 479, 
301, 2110, 1492, 681, 474, 674, 476, 
302, 2097, 1475, 710, 475, 658, 490, 
303, 2102, 1482, 669, 499, 707, 479, 
304, 2102, 1471, 697, 478, 659, 499, 
305, 2100, 1482, 657, 484, 707, 473, 
306, 2102, 1482, 663, 477, 680, 475, 
307, 2108, 1483, 695, 477, 660, 495, 
308, 2102, 1485, 659, 481, 676, 477, 
309, 2104, 1465, 703, 474, 670, 484, 
310, 2106, 1491, 650, 493, 694, 471, 
311, 2111, 1485, 652, 484, 695, 479, 
312, 2109, 1468, 672, 486, 690, 479, 
313, 2103, 1478, 670, 483, 662, 480, 
314, 2101, 1473, 699, 470, 641, 505, 
315, 2093, 1473, 656, 494, 701, 484, 
316, 2108, 1481, 641, 506, 690, 481, 
317, 2102, 1498, 650, 490, 694, 466, 
318, 2103, 1490, 661, 483, 679, 478, 
319, 2108, 1481, 643, 492, 680, 478, 
320, 2103, 1476, 683, 480, 711, 475, 
321, 2104, 1476, 668, 475, 700, 473, 
322, 2098, 1482, 649, 495, 697, 480, 
323, 2106, 1493, 638, 495, 686, 477, 
324, 2104, 1478, 685, 474, 653, 489, 
325, 2099, 1490, 676, 476, 663, 484, 
326, 2102, 1480, 681, 466, 698, 472, 
327, 2097, 1475, 644, 510, 696, 472, 
328, 2097, 1472, 661, 507, 685, 472, 
329, 2093, 1470, 690, 479, 672, 491, 
330, 2104, 1477, 701, 465, 671, 488, 
331, 2108, 1474, 655, 484, 680, 469, 
332, 2108, 1474, 706, 475, 656, 507, 
333, 2111, 1479, 692, 467, 643, 513, 
334, 2108, 1490, 646, 508, 691, 470, 
335, 2100, 1485, 659, 491, 698, 473, 
336, 2110, 1471, 689, 471, 658, 495, 
337, 2106, 1487, 646, 498, 706, 472, 
338, 2109, 1485, 677, 478, 669, 496, 
339, 2109, 1493, 680, 473, 661, 491, 
340, 2102, 1473, 691, 469, 641, 497, 
341, 2105, 1493, 691, 479, 672, 487, 
342, 2107, 1487, 679, 469, 665, 471, 
343, 2109, 1487, 698, 470, 652, 503, 
344, 2099, 1490, 646, 493, 712, 472, 
345, 2106, 1491, 659, 492, 684, 476, 
346, 2095, 1468, 673, 473, 653, 497, 
347, 2102, 1466, 672, 477, 664, 488, 
348, 2110, 1482, 650, 507, 687, 479, 
349, 2100, 1487, 651, 495, 699, 478, 
350, 2097, 1480, 694, 475, 644, 498, 
351, 2105, 1483, 674, 483, 698, 471, 
352, 2101, 1495, 680, 483, 710, 481, 
353, 2110, 1492, 676, 473, 692, 470, 
354, 2102, 1466, 689, 480, 646, 501, 
355, 2105, 1490, 711, 485, 652, 497, 
356, 2100, 1484, 650, 493, 674, 478, 
357, 2110, 1489, 664, 480, 698, 479, 
358, 2110, 1478, 656, 484, 694, 476, 
359, 2107, 1493, 687, 470, 647, 501, 
360, 2107, 1482, 696, 476, 671, 471, 
361, 2109, 1486, 679, 471, 670, 481, 
362, 2105, 1496, 637, 504, 672, 466, 
363, 2103, 1489, 705, 483, 656, 497, 
364, 2100, 1477, 675, 478, 656, 490, 
365, 2104, 1478, 689, 472, 665, 487, 
366, 2106, 1490, 652, 496, 706, 485, 
367, 2102, 1486, 657, 489, 708, 478, 
368, 2100, 1497, 675, 487, 704, 474, 
369, 2108, 1471, 657, 489, 702, 472, 
370, 2102, 1474, 636, 507, 690, 466, 
371, 2109, 1488, 676, 481, 641, 509, 
372, 2103, 1489, 710, 480, 666, 481, 
373, 2106, 1478, 680, 469, 692, 478, 
374, 2100, 1467, 643, 509, 705, 468, 
375, 2105, 1490, 650, 481, 689, 480, 
376, 2112, 1483, 700, 479, 667, 483, 
377, 2110, 1482, 649, 499, 683, 474, 
378, 2104, 1487, 691, 476, 658, 491, 
379, 2106, 1486, 679, 471, 653, 488, 
380, 2104, 1495, 685, 478, 642, 499, 
381, 2109, 1476, 661, 500, 697, 467, 
382, 2110, 1500, 707, 484, 658, 491, 
383, 2109, 1483, 664, 485, 686, 467, 
384, 2103, 1493, 658, 496, 675, 470, 
385, 2103, 1482, 677, 480, 670, 479, 
386, 2111, 1483, 689, 478, 647, 515, 
387, 2104, 1484, 692, 485, 663, 491, 
388, 2098, 1495, 676, 488, 703, 485, 
389, 2108, 1473, 675, 488, 675, 470, 
390, 2107, 1468, 689, 484, 663, 474, 
391, 2108, 1491, 665, 496, 685, 481, 
392, 2103, 1484, 700, 470, 665, 491, 
393, 2108, 1479, 689, 479, 658, 494, 
394, 2106, 1480, 712, 471, 661, 491, 
395, 2110, 1488, 678, 474, 657, 488, 
396, 2102, 1487, 702, 473, 675, 470, 
397, 2103, 1484, 656, 498, 703, 473, 
398, 2109, 1476, 706, 477, 658, 493, 
399, 2098, 1492, 677, 483, 688, 466, 
400, 2105, 1496, 670, 484, 696, 476, 
401, 2107, 1473, 661, 497, 683, 479, 
402, 2097, 1493, 649, 501, 676, 470, 
403, 2108, 1479, 661, 478, 681, 471, 
404, 2101, 1479, 675, 480, 677, 482, 
405, 2096, 1471, 661, 490, 678, 468, 
406, 2104, 1474, 672, 483, 685, 466, 
407, 2102, 1493, 673, 486, 695, 467, 
408, 2103, 1462, 654, 493, 672, 468, 
409, 2100, 1463, 677, 483, 641, 508, 
410, 2097, 1485, 652, 491, 685, 478, 
411, 2109, 1480, 676, 483, 679, 484, 
412, 2109, 1486, 670, 475, 691, 465, 
413, 2106, 1482, 690, 472, 651, 509, 
414, 2108, 1482, 691, 472, 663, 484, 
415, 2110, 1493, 698, 467, 664, 493, 
416, 2107, 1484, 656, 493, 709, 479, 
417, 2109, 1467, 667, 494, 666, 480, 
418, 2104, 1479, 657, 498, 672, 475, 
419, 2108, 1480, 705, 478, 661, 488, 
420, 2107, 1464, 641, 497, 681, 474, 
421, 2105, 1473, 669, 477, 651, 480, 
422, 2105, 1491, 663, 498, 677, 476, 
423, 2108, 1499, 666, 485, 689, 476, 
424, 2095, 1482, 686, 477, 650, 505, 
425, 2100, 1464, 710, 478, 649, 510, 
426, 2098, 1476, 681, 468, 641, 505, 
427, 2106, 1482, 702, 469, 661, 476, 
428, 2104, 1476, 657, 491, 704, 480, 
429, 2098, 1494, 648, 506, 710, 472, 
430, 2094, 1495, 645, 493, 678, 482, 
431, 2102, 1476, 656, 500, 671, 470, 
432, 2107, 1478, 672, 480, 683, 481, 
433, 2110, 1491, 663, 484, 689, 484, 
434, 2104, 1473, 677, 478, 679, 479, 
435, 2103, 1483, 662, 507, 706, 480, 
436, 2110, 1472, 691, 473, 668, 474, 
437, 2109, 1485, 678, 475, 687, 474, 
438, 2108, 1483, 692, 473, 654, 494, 
439, 2107, 1486, 645, 496, 677, 471, 
440, 2109, 1479, 683, 481, 667, 483, 
441, 2098, 1484, 651, 483, 693, 485, 
442, 2109, 1477, 704, 484, 670, 484, 
443, 2105, 1483, 667, 485, 685, 472, 
444, 2112, 1481, 685, 478, 659, 495, 
445, 2112, 1478, 667, 477, 687, 484, 
446, 2110, 1475, 650, 492, 705, 466, 
447, 2105, 1462, 667, 481, 714, 475, 
448, 2109, 1480, 648, 500, 697, 471, 
449, 2109, 1470, 678, 467, 672, 475, 
450, 2097, 1483, 690, 484, 672, 487, 
451, 2101, 1478, 690, 466, 663, 489, 
452, 2108, 1481, 661, 484, 697, 478, 
453, 2096, 1484, 638, 505, 687, 475, 
454, 2106, 1487, 694, 476, 638, 509, 
455, 2108, 1494, 646, 504, 689, 470, 
456, 2111, 1469, 702, 473, 656, 499, 
457, 2101, 1484, 647, 501, 688, 475, 
458, 2107, 1487, 681, 477, 676, 480, 
459, 2105, 1476, 711, 468, 661, 478, 
460, 2099, 1472, 676, 480, 651, 495, 
461, 2104, 1482, 642, 494, 688, 483, 
462, 2107, 1469, 687, 475, 661, 472, 
463, 2105, 1481, 670, 473, 676, 466, 
464, 2109, 1498, 660, 508, 703, 478, 
465, 2101, 1489, 661, 492, 693, 474, 
466, 2103, 1490, 654, 493, 694, 474, 
467, 2108, 1477, 649, 506, 708, 485, 
468, 2105, 1489, 649, 485, 695, 485, 
469, 2093, 1492, 705, 479, 645, 495, 
470, 2107, 1493, 656, 477, 697, 480, 
471, 2104, 1483, 696, 465, 663, 484, 
472, 2105, 1477, 653, 498, 701, 469, 
473, 2112, 1477, 688, 483, 652, 486, 
474, 2111, 1480, 651, 490, 696, 474, 
475, 2104, 1463, 703, 466, 672, 496, 
476, 2112, 1479, 653, 490, 707, 467, 
477, 2112, 1485, 704, 472, 657, 496, 
478, 2102, 1469, 681, 467, 665, 478, 
479, 2111, 1489, 682, 467, 658, 506, 
480, 2109, 1479, 654, 507, 710, 473, 
481, 2095, 1494, 698, 472, 654, 497, 
482, 2111, 1490, 695, 465, 637, 498, 
483, 2109, 1465, 648, 499, 694, 475, 
484, 2095, 1474, 664, 472, 677, 480, 
485, 2107, 1469, 663, 488, 693, 476, 
486, 2109, 1484, 665, 482, 682, 471, 
487, 2104, 1487, 686, 473, 654, 496, 
488, 2105, 1482, 687, 481, 652, 496, 
489, 2098, 1485, 686, 476, 644, 498, 
490, 2106, 1469, 709, 481, 664, 490, 
491, 2110, 1480, 657, 495, 685, 478, 
492, 2111, 1481, 680, 478, 651, 485, 
493, 2105, 1469, 686, 484, 664, 500, 
494, 2103, 1489, 674, 482, 683, 480, 
495, 2105, 1469, 651, 493, 666, 474, 
496, 2107, 1484, 660, 504, 687, 471, 
497, 2107, 1489, 666, 487, 677, 469, 
498, 2102, 1477, 663, 472, 691, 472, 
499, 2097, 1481, 696, 472, 661, 500, 
500, 2100, 1485, 644, 497, 702, 482, 
501, 2106, 1478, 664, 493, 699, 471, 
502, 2106, 1469, 676, 473, 651, 505, 
503, 2102, 1473, 651, 494, 702, 482, 
504, 2110, 1482, 689, 484, 667, 492, 
505, 2109, 1500, 665, 497, 690, 470, 
506, 2110, 1486, 668, 473, 642, 509, 
507, 2101, 1480, 662, 477, 696, 470, 
508, 2106, 1478, 686, 466, 639, 492, 
509, 2106, 1494, 645, 494, 668, 469, 
510, 2105, 1482, 673, 479, 691, 475, 
511, 2108, 1481, 678, 475, 661, 488, 
512, 2099, 1472, 682, 475, 675, 478, 
513, 2107, 1468, 641, 498, 680, 470, 
514, 2109, 1477, 679, 484, 694, 471, 
515, 2105, 1482, 647, 501, 694, 477, 
516, 2104, 1477, 656, 489, 701, 476, 
517, 2105, 1500, 682, 474, 666, 482, 
518, 2110, 1492, 713, 475, 667, 493, 
519, 2109, 1468, 694, 484, 657, 488, 
520, 2109, 1490, 696, 470, 676, 490, 
521, 2103, 1487, 675, 476, 658, 491, 
522, 2098, 1487, 652, 501, 702, 485, 
523, 2102, 1485, 649, 493, 695, 482, 
524, 2104, 1491, 665, 475, 676, 470, 
525, 2111, 1497, 696, 467, 653, 492, 
526, 2108, 1478, 659, 504, 689, 471, 
527, 2093, 1485, 667, 478, 701, 475, 
528, 2107, 1485, 655, 492, 695, 479, 
529, 2094, 1486, 694, 476, 655, 493, 
530, 2110, 1479, 696, 477, 669, 494, 
531, 2108, 1496, 670, 466, 664, 472, 
532, 2097, 1486, 679, 480, 674, 478, 
533, 2109, 1490, 664, 494, 685, 479, 
534, 2104, 1494, 678, 480, 654, 497, 
535, 2106, 1475, 697, 465, 665, 485, 
536, 2095, 1482, 682, 473, 692, 481, 
537, 2107, 1473, 658, 505, 684, 477, 
538, 2106, 1488, 706, 470, 643, 509, 
539, 2098, 1475, 677, 472, 654, 507, 
540, 2107, 1484, 704, 485, 644, 500, 
541, 2110, 1479, 669, 481, 688, 485, 
542, 2112, 1468, 696, 475, 647, 504, 
543, 2105, 1476, 690, 476, 641, 496, 
544, 2096, 1483, 676, 467, 667, 491, 
545, 2100, 1477, 685, 468, 653, 482, 
546, 2109, 1488, 694, 476, 653, 492, 
547, 2103, 1492, 687, 477, 669, 484, 
548, 2104, 1487, 662, 470, 695, 484, 
549, 2106, 1496, 649, 489, 693, 479, 
550, 2103, 1491, 655, 510, 692, 472, 
551, 2109, 1483, 649, 495, 684, 476, 
552, 2107, 1478, 682, 480, 655, 506, 
553, 2110, 1499, 671, 479, 696, 472, 
554, 2103, 1476, 684, 467, 661, 495, 
555, 2102, 1475, 684, 479, 645, 495, 
556, 2106, 1479, 698, 475, 657, 483, 
557, 2105, 1498, 689, 478, 680, 479, 
558, 2109, 1480, 691, 480, 675, 482, 
559, 2106, 1480, 676, 483, 681, 476, 
560, 2109, 1477, 668, 484, 645, 510, 
561, 2106, 1499, 684, 466, 646, 492, 
562, 2106, 1484, 700, 473, 654, 508, 
563, 2101, 1493, 666, 487, 701, 469, 
564, 2097, 1491, 650, 493, 682, 468, 
565, 2112, 1491, 670, 478, 709, 466, 
566, 2107, 1488, 672, 474, 700, 484, 
567, 2111, 1491, 670, 471, 701, 469, 
568, 2107, 1478, 645, 498, 681, 479, 
569, 2109, 1479, 666, 480, 686, 466, 
570, 2110, 1497, 666, 473, 683, 477, 
571, 2104, 1489, 649, 487, 702, 467, 
572, 2108, 1500, 691, 475, 659, 480, 
573, 2102, 1476, 710, 479, 658, 487, 
574, 2108, 1473, 661, 493, 684, 473, 
575, 2102, 1462, 675, 468, 651, 499, 
