nbElements: 200
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
124, 2114, 1480, 677, 472, 683, 475, 
125, 2102, 1492, 672, 482, 661, 479, 
126, 2104, 1485, 655, 494, 674, 465, 
127, 2111, 1483, 660, 485, 685, 485, 
128, 2104, 1478, 670, 478, 661, 494, 
129, 2109, 1481, 647, 504, 676, 478, 
130, 2107, 1494, 683, 470, 651, 496, 
131, 2112, 1473, 653, 490, 696, 481, 
132, 2105, 1483, 685, 465, 672, 498, 
133, 2105, 1497, 668, 492, 682, 475, 
134, 2109, 1490, 666, 476, 691, 484, 
135, 2102, 1491, 666, 492, 685, 484, 
136, 2100, 1485, 652, 490, 681, 477, 
137, 2111, 1492, 677, 489, 681, 484, 
138, 2105, 1487, 670, 482, 673, 485, 
139, 2103, 1483, 671, 485, 689, 473, 
140, 2095, 1486, 650, 494, 701, 478, 
141, 2114, 1466, 651, 493, 690, 468, 
142, 2114, 1473, 668, 488, 687, 475, 
143, 2098, 1478, 664, 471, 686, 466, 
144, 2111, 1491, 662, 488, 687, 484, 
145, 2102, 1471, 678, 468, 667, 494, 
146, 2111, 1472, 656, 500, 676, 485, 
147, 2106, 1490, 652, 483, 682, 478, 
148, 2113, 1466, 667, 484, 649, 500, 
149, 2110, 1491, 654, 480, 685, 474, 
150, 2106, 1477, 696, 485, 659, 494, 
151, 2109, 1472, 690, 482, 669, 496, 
152, 2110, 1491, 649, 485, 682, 467, 
153, 2107, 1475, 667, 473, 691, 484, 
154, 2101, 1484, 672, 481, 696, 485, 
155, 2108, 1479, 666, 483, 696, 471, 
156, 2097, 1485, 673, 485, 681, 482, 
157, 2101, 1468, 667, 491, 680, 465, 
158, 2110, 1488, 675, 473, 665, 483, 
159, 2111, 1486, 657, 497, 687, 477, 
160, 2112, 1483, 677, 483, 667, 477, 
161, 2101, 1498, 653, 495, 688, 465, 
162, 2110, 1496, 679, 486, 687, 479, 
163, 2110, 1494, 687, 467, 666, 480, 
164, 2102, 1473, 670, 480, 666, 480, 
165, 2111, 1487, 663, 479, 676, 482, 
166, 2108, 1497, 658, 483, 686, 474, 
167, 2105, 1492, 696, 474, 650, 497, 
168, 2109, 1482, 660, 479, 702, 466, 
169, 2097, 1476, 661, 494, 685, 467, 
170, 2109, 1469, 685, 481, 655, 485, 
171, 2095, 1483, 655, 484, 689, 466, 
172, 2096, 1480, 664, 472, 685, 470, 
173, 2102, 1463, 667, 484, 685, 485, 
174, 2103, 1483, 675, 493, 696, 466, 
175, 2100, 1470, 680, 467, 652, 498, 
176, 2111, 1491, 663, 480, 693, 479, 
177, 2105, 1480, 698, 481, 657, 497, 
178, 2113, 1491, 691, 466, 653, 495, 
179, 2110, 1483, 669, 490, 686, 481, 
180, 2102, 1476, 659, 482, 670, 469, 
181, 2110, 1484, 683, 478, 666, 487, 
182, 2099, 1473, 671, 469, 688, 483, 
183, 2098, 1489, 657, 503, 693, 479, 
184, 2110, 1487, 661, 479, 681, 476, 
185, 2103, 1477, 674, 474, 675, 477, 
186, 2100, 1487, 675, 484, 653, 493, 
187, 2113, 1478, 660, 499, 687, 476, 
188, 2105, 1480, 681, 481, 660, 493, 
189, 2106, 1488, 679, 479, 671, 487, 
190, 2112, 1489, 675, 484, 687, 465, 
191, 2099, 1482, 693, 475, 657, 479, 
192, 2104, 1474, 654, 480, 670, 484, 
193, 2094, 1477, 690, 485, 659, 490, 
194, 2111, 1490, 661, 484, 686, 467, 
195, 2101, 1486, 663, 481, 693, 466, 
196, 2112, 1484, 692, 480, 664, 488, 
197, 2105, 1478, 682, 471, 668, 491, 
198, 2098, 1491, 674, 470, 665, 487, 
199, 2114, 1492, 689, 472, 671, 473, 
