nbElements: 200
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
68, 2092, 475, 667, 747, 
69, 2101, 485, 669, 748, 
70, 2102, 468, 674, 740, 
71, 2090, 467, 670, 735, 
72, 2092, 475, 681, 744, 
73, 2110, 470, 682, 750, 
74, 2106, 478, 666, 730, 
75, 2097, 481, 670, 730, 
76, 2090, 475, 678, 749, 
77, 2102, 480, 673, 734, 
78, 2099, 481, 684, 730, 
79, 2104, 468, 677, 745, 
80, 2098, 485, 669, 731, 
81, 2102, 483, 671, 744, 
82, 2100, 479, 674, 735, 
83, 2106, 472, 675, 749, 
84, 2091, 481, 671, 741, 
85, 2092, 477, 673, 745, 
86, 2099, 469, 677, 745, 
87, 2110, 484, 683, 748, 
88, 2099, 480, 679, 740, 
89, 2097, 467, 666, 742, 
90, 2101, 473, 672, 746, 
91, 2100, 465, 670, 736, 
92, 2092, 478, 676, 732, 
93, 2102, 469, 678, 743, 
94, 2098, 473, 668, 742, 
95, 2104, 484, 668, 730, 
96, 2099, 477, 671, 730, 
97, 2092, 474, 670, 736, 
98, 2105, 465, 665, 744, 
99, 2104, 478, 672, 731, 
100, 2101, 479, 679, 741, 
101, 2102, 466, 668, 732, 
102, 2104, 485, 666, 736, 
103, 2104, 467, 667, 741, 
104, 2109, 470, 668, 739, 
105, 2094, 465, 685, 748, 
106, 2110, 482, 666, 749, 
107, 2104, 480, 668, 736, 
108, 2105, 470, 672, 739, 
109, 2110, 468, 669, 739, 
110, 2107, 478, 674, 746, 
111, 2095, 482, 672, 737, 
112, 2091, 469, 672, 735, 
113, 2101, 477, 680, 743, 
114, 2095, 479, 675, 750, 
115, 2094, 466, 677, 731, 
116, 2105, 476, 679, 733, 
117, 2107, 478, 670, 738, 
118, 2100, 480, 671, 747, 
119, 2095, 467, 680, 742, 
120, 2109, 485, 666, 735, 
121, 2096, 468, 685, 735, 
122, 2095, 476, 673, 748, 
123, 2108, 471, 676, 736, 
124, 2104, 485, 680, 730, 
125, 2100, 473, 684, 741, 
126, 2105, 467, 672, 745, 
127, 2097, 476, 676, 737, 
128, 2093, 475, 681, 742, 
129, 2090, 470, 667, 747, 
130, 2095, 471, 685, 734, 
131, 2102, 466, 681, 750, 
132, 2099, 470, 668, 743, 
133, 2097, 474, 671, 747, 
134, 2099, 480, 667, 734, 
135, 2094, 478, 665, 735, 
136, 2105, 472, 669, 747, 
137, 2103, 483, 669, 742, 
138, 2106, 482, 677, 730, 
139, 2102, 469, 675, 730, 
140, 2109, 476, 677, 741, 
141, 2099, 481, 666, 730, 
142, 2098, 485, 676, 750, 
143, 2110, 477, 677, 734, 
144, 2100, 479, 682, 734, 
145, 2090, 480, 672, 731, 
146, 2093, 472, 682, 730, 
147, 2098, 471, 682, 734, 
148, 2110, 469, 666, 737, 
149, 2101, 470, 685, 748, 
150, 2106, 478, 678, 746, 
151, 2106, 477, 671, 738, 
152, 2101, 485, 685, 747, 
153, 2110, 477, 676, 730, 
154, 2103, 480, 684, 740, 
155, 2102, 477, 679, 747, 
156, 2092, 475, 670, 745, 
157, 2108, 485, 680, 749, 
158, 2105, 479, 685, 747, 
159, 2091, 484, 666, 739, 
160, 2100, 482, 673, 740, 
161, 2093, 471, 680, 748, 
162, 2105, 469, 675, 735, 
163, 2105, 472, 683, 738, 
164, 2104, 484, 684, 735, 
165, 2095, 477, 673, 747, 
166, 2107, 484, 684, 743, 
167, 2091, 470, 665, 731, 
168, 2100, 474, 666, 731, 
169, 2099, 477, 681, 739, 
170, 2092, 472, 684, 735, 
171, 2092, 465, 673, 749, 
172, 2094, 483, 671, 750, 
173, 2095, 483, 677, 748, 
174, 2097, 468, 677, 746, 
175, 2104, 481, 682, 734, 
176, 2102, 479, 681, 747, 
177, 2109, 475, 682, 730, 
178, 2094, 468, 670, 731, 
179, 2096, 477, 684, 739, 
180, 2102, 482, 683, 750, 
181, 2099, 474, 679, 737, 
182, 2104, 473, 669, 745, 
183, 2098, 476, 678, 736, 
184, 2090, 480, 671, 734, 
185, 2092, 480, 679, 748, 
186, 2092, 473, 685, 733, 
187, 2110, 477, 665, 744, 
188, 2102, 471, 679, 732, 
189, 2105, 481, 677, 736, 
190, 2104, 470, 667, 731, 
191, 2109, 484, 682, 750, 
192, 2107, 472, 672, 732, 
193, 2106, 467, 679, 744, 
194, 2092, 475, 685, 745, 
195, 2108, 479, 685, 748, 
196, 2110, 481, 667, 731, 
197, 2098, 483, 683, 733, 
198, 2098, 470, 678, 743, 
199, 2110, 465, 669, 732, 
